"stage","time2","time1","temp2","transfer","temp1","province","generation","block","time2d","time2.orig","group_index","nobs"
"L4",4.083333,5.833333,20,TRUE,10,"ON","F1",163,2.083333,3.083333,4,1
"L4",3.125,5.875,20,TRUE,10,"ON","F1",163,1.125,2.125,8,1
"L4",3.958333,5.875,20,TRUE,10,"ON","F1",163,1.958333,2.958333,8,1
"L4",3.125,5.875,20,TRUE,10,"ON","F1",163,1.125,2.125,4,1
"L4",3.083333,5.875,20,TRUE,10,"ON","F1",163,1.083333,2.083333,2,1
"L4",4.083333,5.833333,20,TRUE,10,"ON","F1",163,2.083333,3.083333,3,1
"L4",4.083333,5.833333,20,TRUE,10,"ON","F1",163,2.083333,3.083333,1,1
"L4",4.125,5.875,20,TRUE,10,"ON","F1",163,2.125,3.125,7,1
"L4",4.125,5.875,20,TRUE,10,"ON","F1",163,2.125,3.125,5,1
"L4",4.125,5.875,20,TRUE,10,"ON","F1",163,2.125,3.125,9,1
"L4",5.125,5.75,20,TRUE,10,"ON","F1",163,3.125,4.125,2,1
"L4",3.958333,5.875,20,TRUE,10,"ON","F1",163,1.958333,2.958333,9,1
"L4",4.125,5.875,20,TRUE,10,"ON","F1",163,2.125,3.125,6,1
"L4",4.125,5.875,20,TRUE,10,"ON","F1",163,2.125,3.125,5,1
"L4",4.125,5.875,20,TRUE,10,"ON","F1",163,2.125,3.125,4,1
"L4",4.083333,5.833333,20,TRUE,10,"ON","F1",163,2.083333,3.083333,7,1
"L4",3.125,5.875,20,TRUE,10,"ON","F1",163,1.125,2.125,10,1
"L4",4.083333,5.833333,20,TRUE,10,"ON","F1",163,2.083333,3.083333,9,1
"L4",4.083333,5.75,20,TRUE,10,"ON","F1",163,2.083333,3.083333,7,1
"L4",5.125,5.75,20,TRUE,10,"ON","F1",163,3.125,4.125,2,1
"L4",3.125,5.875,20,TRUE,10,"ON","F1",163,1.125,2.125,7,1
"L4",5,5.916667,20,TRUE,10,"ON","F1",163,3,4,4,1
"L4",4.916667,5.875,20,TRUE,10,"ON","F1",163,2.916667,3.916667,2,1
"L4",4.166667,5.916667,20,TRUE,10,"ON","F1",163,2.166667,3.166667,10,1
"L4",4.916667,5.875,20,TRUE,10,"ON","F1",163,2.916667,3.916667,7,1
"L4",3.958333,5.875,20,TRUE,10,"ON","F1",163,1.958333,2.958333,2,1
"L4",4.125,5.875,20,TRUE,10,"ON","F1",163,2.125,3.125,3,1
"L4",4.916667,5.875,20,TRUE,10,"ON","F1",163,2.916667,3.916667,5,1
"L4",3.083333,5.875,20,TRUE,10,"ON","F1",163,1.083333,2.083333,7,1
"L4",4.083333,5.75,20,TRUE,10,"ON","F1",163,2.083333,3.083333,3,1
"L4",4.083333,5.833333,20,TRUE,10,"ON","F1",163,2.083333,3.083333,8,1
"L4",4.083333,5.75,20,TRUE,10,"ON","F1",163,2.083333,3.083333,5,1
"L4",3.083333,5.875,20,TRUE,10,"ON","F1",163,1.083333,2.083333,3,1
"L4",3.958333,5.875,20,TRUE,10,"ON","F1",163,1.958333,2.958333,9,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,2,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,7,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,4,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,3,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,8,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,5,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,2,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,7,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1
"L5",5.083333,5.833333,20,TRUE,10,"ON","F1",164,3.083333,4.083333,3,1
"L5",5.291667,5.708333,20,TRUE,10,"ON","F1",164,3.291667,4.291667,6,1
"L5",8.208333,5.708333,20,TRUE,10,"ON","F1",164,6.208333,7.208333,1,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,7,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,3,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,6,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,7,1
"L5",5.083333,5.833333,20,TRUE,10,"ON","F1",164,3.083333,4.083333,1,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,3,1
"L5",4.208333,5.916667,20,TRUE,10,"ON","F1",164,2.208333,3.208333,10,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,5,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,6,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,2,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,8,1
"L5",5.291667,5.708333,20,TRUE,10,"ON","F1",164,3.291667,4.291667,9,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,8,1
"L5",6.125,5.833333,20,TRUE,10,"ON","F1",164,4.125,5.125,9,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,4,1
"L5",6.25,5.875,20,TRUE,10,"ON","F1",164,4.25,5.25,8,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,8,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,6,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,1,1
"L5",5.291667,5.708333,20,TRUE,10,"ON","F1",164,3.291667,4.291667,5,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,6,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,1,1
"L5",6.083333,5.875,20,TRUE,10,"ON","F1",164,4.083333,5.083333,10,1
"L5",5.208333,5.791667,20,TRUE,10,"ON","F1",164,3.208333,4.208333,10,1
"L5",3.083333,5.708333,20,TRUE,10,"ON","F1",164,1.083333,2.083333,4,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,6,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,6,1
"L5",6.083333,5.875,20,TRUE,10,"ON","F1",164,4.083333,5.083333,10,1
"L5",5.083333,5.916667,20,TRUE,10,"ON","F1",164,3.083333,4.083333,1,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,10,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,9,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,6,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,9,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,2,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,3,1
"L5",3.291667,5.708333,20,TRUE,10,"ON","F1",164,1.291667,2.291667,8,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,10,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,5,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,4,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,1,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,9,1
"L5",6.083333,5.875,20,TRUE,10,"ON","F1",164,4.083333,5.083333,3,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,2,1
"L5",6.083333,5.875,20,TRUE,10,"ON","F1",164,4.083333,5.083333,5,1
"L5",4.041667,5.833333,20,TRUE,10,"ON","F1",164,2.041667,3.041667,2,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,10,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,9,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,6,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,4,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,5,1
"L5",6.083333,5.875,20,TRUE,10,"ON","F1",164,4.083333,5.083333,2,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,2,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,6,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,7,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,10,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,4,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,4,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,7,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,6,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,8,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,1,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,5,1
"L5",6.125,5.833333,20,TRUE,10,"ON","F1",164,4.125,5.125,5,1
"L5",4.208333,5.916667,20,TRUE,10,"ON","F1",164,2.208333,3.208333,2,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,4,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,10,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,6,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,9,1
"L5",4.208333,5.916667,20,TRUE,10,"ON","F1",164,2.208333,3.208333,9,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,5,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,7,1
"L5",5.208333,5.791667,20,TRUE,10,"ON","F1",164,3.208333,4.208333,7,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,6,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,5,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,10,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,4,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,4,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,8,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,1,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,9,1
"L5",10.20833,5.875,20,TRUE,10,"ON","F1",164,8.208333,9.208333,10,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,7,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,1,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,10,1
"L5",4.041667,5.833333,20,TRUE,10,"ON","F1",164,2.041667,3.041667,9,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,1,1
"L5",7.208333,5.875,20,TRUE,10,"ON","F1",164,5.208333,6.208333,1,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,8,1
"L5",3.291667,5.875,20,TRUE,10,"ON","F1",164,1.291667,2.291667,5,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,8,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,8,1
"L5",5.083333,5.833333,20,TRUE,10,"ON","F1",164,3.083333,4.083333,9,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,8,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,2,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,10,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,2,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,1,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,4,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,1,1
"L5",4.041667,5.833333,20,TRUE,10,"ON","F1",164,2.041667,3.041667,6,1
"L5",4.083333,5.708333,20,TRUE,10,"ON","F1",164,2.083333,3.083333,3,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,1,1
"L5",5.083333,5.916667,20,TRUE,10,"ON","F1",164,3.083333,4.083333,4,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,8,1
"L5",6.083333,5.875,20,TRUE,10,"ON","F1",164,4.083333,5.083333,8,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,4,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,2,1
"L5",4.208333,5.916667,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1
"L5",4.208333,5.916667,20,TRUE,10,"ON","F1",164,2.208333,3.208333,1,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,7,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,5,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,9,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,2,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,9,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,6,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,5,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,4,1
"L5",4.208333,5.916667,20,TRUE,10,"ON","F1",164,2.208333,3.208333,7,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,10,1
"L5",4.208333,5.916667,20,TRUE,10,"ON","F1",164,2.208333,3.208333,9,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,7,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,2,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,7,1
"L5",5.041667,5.875,20,TRUE,10,"ON","F1",164,3.041667,4.041667,4,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,2,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,10,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,7,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,2,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,3,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,5,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,7,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,3,1
"L5",5.083333,5.916667,20,TRUE,10,"ON","F1",164,3.083333,4.083333,8,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,5,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,3,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,9,1
"L6",8.625,9.916667,20,TRUE,10,"ON","F1",165,6.625,7.625,2,1
"L6",9.625,9.791667,20,TRUE,10,"ON","F1",165,7.625,8.625,7,1
"L6",5.5,9.833333,20,TRUE,10,"ON","F1",165,3.5,4.5,4,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,8,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,5,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,2,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,7,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,3,1
"L6",5.625,9.875,20,TRUE,10,"ON","F1",165,3.625,4.625,3,1
"L6",5.5,9.833333,20,TRUE,10,"ON","F1",165,3.5,4.5,6,1
"L6",6.5,9.916667,20,TRUE,10,"ON","F1",165,4.5,5.5,1,1
"L6",5.625,9.791667,20,TRUE,10,"ON","F1",165,3.625,4.625,7,1
"L6",8.5,9.833333,20,TRUE,10,"ON","F1",165,6.5,7.5,3,1
"L6",7.625,9.958333,20,TRUE,10,"ON","F1",165,5.625,6.625,6,1
"L6",8.625,9.916667,20,TRUE,10,"ON","F1",165,6.625,7.625,7,1
"L6",6.625,9.875,20,TRUE,10,"ON","F1",165,4.625,5.625,1,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,3,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,10,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,5,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,6,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,2,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,8,1
"L6",5.5,9.833333,20,TRUE,10,"ON","F1",165,3.5,4.5,9,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,8,1
"L6",6.583333,9.875,20,TRUE,10,"ON","F1",165,4.583333,5.583333,9,1
"L6",8.625,9.958333,20,TRUE,10,"ON","F1",165,6.625,7.625,4,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,8,1
"L6",6.625,9.958333,20,TRUE,10,"ON","F1",165,4.625,5.625,8,1
"L6",9.625,9.916667,20,TRUE,10,"ON","F1",165,7.625,8.625,6,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,1,1
"L6",7.5,9.833333,20,TRUE,10,"ON","F1",165,5.5,6.5,5,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,6,1
"L6",5.625,9.791667,20,TRUE,10,"ON","F1",165,3.625,4.625,3,1
"L6",8.5,9.833333,20,TRUE,10,"ON","F1",165,6.5,7.5,1,1
"L6",8.625,9.916667,20,TRUE,10,"ON","F1",165,6.625,7.625,10,1
"L6",7.5,9.916667,20,TRUE,10,"ON","F1",165,5.5,6.5,10,1
"L6",6.625,9.916667,20,TRUE,10,"ON","F1",165,4.625,5.625,4,1
"L6",7.625,9.958333,20,TRUE,10,"ON","F1",165,5.625,6.625,6,1
"L6",7.5,9.833333,20,TRUE,10,"ON","F1",165,5.5,6.5,6,1
"L6",8.541667,10,20,TRUE,10,"ON","F1",165,6.541667,7.541667,10,1
"L6",7.541667,10,20,TRUE,10,"ON","F1",165,5.541667,6.541667,1,1
"L6",7.5,9.833333,20,TRUE,10,"ON","F1",165,5.5,6.5,10,1
"L6",6.625,9.958333,20,TRUE,10,"ON","F1",165,4.625,5.625,9,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,6,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,9,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,2,1
"L6",5.625,9.958333,20,TRUE,10,"ON","F1",165,3.625,4.625,3,1
"L6",6.625,9.708333,20,TRUE,10,"ON","F1",165,4.625,5.625,8,1
"L6",8.625,9.916667,20,TRUE,10,"ON","F1",165,6.625,7.625,10,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,5,1
"L6",8.625,9.958333,20,TRUE,10,"ON","F1",165,6.625,7.625,4,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,1,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,9,1
"L6",9.625,9.916667,20,TRUE,10,"ON","F1",165,7.625,8.625,3,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,2,1
"L6",7.625,9.916667,20,TRUE,10,"ON","F1",165,5.625,6.625,5,1
"L6",5.541667,10,20,TRUE,10,"ON","F1",165,3.541667,4.541667,2,1
"L6",5.625,9.791667,20,TRUE,10,"ON","F1",165,3.625,4.625,10,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,9,1
"L6",8.625,9.916667,20,TRUE,10,"ON","F1",165,6.625,7.625,6,1
"L6",7.625,9.916667,20,TRUE,10,"ON","F1",165,5.625,6.625,4,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,5,1
"L6",7.625,9.916667,20,TRUE,10,"ON","F1",165,5.625,6.625,2,1
"L6",5.625,9.958333,20,TRUE,10,"ON","F1",165,3.625,4.625,2,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,6,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,7,1
"L6",6.625,9.916667,20,TRUE,10,"ON","F1",165,4.625,5.625,10,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,4,1
"L6",5.5,9.833333,20,TRUE,10,"ON","F1",165,3.5,4.5,4,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,7,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,6,1
"L6",7.625,9.958333,20,TRUE,10,"ON","F1",165,5.625,6.625,8,1
"L6",10.625,9.916667,20,TRUE,10,"ON","F1",165,8.625,9.625,1,1
"L6",7.625,9.916667,20,TRUE,10,"ON","F1",165,5.625,6.625,5,1
"L6",9.583333,9.875,20,TRUE,10,"ON","F1",165,7.583333,8.583333,5,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,2,1
"L6",7.625,9.916667,20,TRUE,10,"ON","F1",165,5.625,6.625,4,1
"L6",6.625,9.958333,20,TRUE,10,"ON","F1",165,4.625,5.625,10,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,6,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,9,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,9,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,5,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,7,1
"L6",5.5,9.916667,20,TRUE,10,"ON","F1",165,3.5,4.5,7,1
"L6",5.625,9.791667,20,TRUE,10,"ON","F1",165,3.625,4.625,6,1
"L6",9.625,9.916667,20,TRUE,10,"ON","F1",165,7.625,8.625,5,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,10,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,4,1
"L6",12.625,9.916667,20,TRUE,10,"ON","F1",165,10.625,11.625,4,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,8,1
"L6",7.625,9.916667,20,TRUE,10,"ON","F1",165,5.625,6.625,1,1
"L6",5.625,9.791667,20,TRUE,10,"ON","F1",165,3.625,4.625,9,1
"L6",10.58333,9.833333,20,TRUE,10,"ON","F1",165,8.583333,9.583333,10,1
"L6",7.625,9.958333,20,TRUE,10,"ON","F1",165,5.625,6.625,7,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,1,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,10,1
"L6",7.541667,10,20,TRUE,10,"ON","F1",165,5.541667,6.541667,9,1
"L6",7.5,9.833333,20,TRUE,10,"ON","F1",165,5.5,6.5,1,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,1,1
"L6",8.625,9.916667,20,TRUE,10,"ON","F1",165,6.625,7.625,8,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,5,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,8,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,8,1
"L6",8.625,9.875,20,TRUE,10,"ON","F1",165,6.625,7.625,9,1
"L6",8.5,9.833333,20,TRUE,10,"ON","F1",165,6.5,7.5,8,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,2,1
"L6",7.625,9.958333,20,TRUE,10,"ON","F1",165,5.625,6.625,10,1
"L6",7.625,9.958333,20,TRUE,10,"ON","F1",165,5.625,6.625,2,1
"L6",7.625,9.958333,20,TRUE,10,"ON","F1",165,5.625,6.625,1,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,4,1
"L6",8.625,9.791667,20,TRUE,10,"ON","F1",165,6.625,7.625,1,1
"L6",6.541667,10,20,TRUE,10,"ON","F1",165,4.541667,5.541667,6,1
"L6",5.625,9.916667,20,TRUE,10,"ON","F1",165,3.625,4.625,3,1
"L6",5.625,9.791667,20,TRUE,10,"ON","F1",165,3.625,4.625,1,1
"L6",6.541667,10,20,TRUE,10,"ON","F1",165,4.541667,5.541667,4,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,8,1
"L6",8.625,9.916667,20,TRUE,10,"ON","F1",165,6.625,7.625,8,1
"L6",7.5,9.833333,20,TRUE,10,"ON","F1",165,5.5,6.5,4,1
"L6",8.625,9.916667,20,TRUE,10,"ON","F1",165,6.625,7.625,2,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,1,1
"L6",6.625,9.916667,20,TRUE,10,"ON","F1",165,4.625,5.625,7,1
"L6",7.625,9.916667,20,TRUE,10,"ON","F1",165,5.625,6.625,5,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,9,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,2,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,9,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,6,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,5,1
