"","stage","time2","time1","temp2","transfer","temp1","province","generation","block","nobs","time2d","time2.orig","r.est2","r.est1"
"2072","L6",5.625,2.79166666666667,20,TRUE,30,"QC","F1",220,8,3.625,4.625,0.204418685211893,0.144842650546024
"2073","L6",5.625,2.83333333333333,20,TRUE,30,"NB2","F1",150,8,3.625,4.625,0.198681187476812,0.140598899795208
"2074","L6",5.625,2.875,20,TRUE,30,"AB","F1",60,2,3.625,4.625,0.198003300832844,0.140350038690154
"2075","L6",5.625,2.875,20,TRUE,30,"IN","F1",90,6,3.625,4.625,0.118840863068197,0.046724218746765
"2076","L6",5.625,2.875,20,TRUE,30,"NB2","F1",150,9,3.625,4.625,0.197049932700927,0.139780028204421
"2077","L6",5.625,2.91666666666667,20,TRUE,30,"AB","F1",60,4,3.625,4.625,0.196383113139947,0.139534054939763
"2078","L6",5.625,2.91666666666667,20,TRUE,30,"NB2","F1",150,6,3.625,4.625,0.195445246341002,0.138970639872713
"2079","L6",5.625,2.91666666666667,20,TRUE,30,"QC","F1",220,5,3.625,4.625,0.199325454299741,0.142266861876148
"2080","L6",5.625,2.95833333333333,20,TRUE,30,"IN","F1",90,4,3.625,4.625,0.11767547514914,0.0465429949901775
"2081","L6",5.625,2.95833333333333,20,TRUE,30,"NB2","F1",150,4,3.625,4.625,0.193866484556361,0.138170571011669
"2082","L6",5.625,2.95833333333333,20,TRUE,30,"QC","F1",220,8,3.625,4.625,0.19768364668792,0.141428503982754
"2083","L6",5.625,2.96527777777778,20,TRUE,30,"IPU","F0",25,1,3.625,4.625,0.1930422906173,0.137167971764259
"2084","L6",5.625,4.70833333333333,20,TRUE,35,"IN","F1",95,1,3.625,4.625,0,0
"2085","L6",5.625,4.79166666666667,20,TRUE,35,"ON","F1",190,2,3.625,4.625,0.0707276483760021,0.0278499326466881
"2086","L6",5.625,4.83333333333333,20,TRUE,35,"ON","F1",190,4,3.625,4.625,0.0705198274776116,0.0278176526569845
"2087","L6",5.625,4.89166666666667,20,TRUE,35,"IPU","F0",30,1,3.625,4.625,0.11661909853895,0.0819707138494856
"2088","L6",5.625,4.91666666666667,20,TRUE,35,"QC","F1",225,2,3.625,4.625,0.0557350995578294,0.0128814098206065
"2089","L6",5.625,4.95833333333333,20,TRUE,35,"NB2","F1",155,2,3.625,4.625,0,0
"2090","L6",5.625,4.95833333333333,20,TRUE,35,"QC","F1",225,18,3.625,4.625,0.0556059660555745,0.0128744997494603
"2091","L6",5.625,9.79166666666667,20,TRUE,10,"NB2","F1",130,6,3.625,4.625,0.0522378603105983,0.0340036779775107
"2092","L6",5.625,9.79166666666667,20,TRUE,10,"ON","F1",165,7,3.625,4.625,0.0359279498341077,0.0150981674256913
"2093","L6",5.625,9.83333333333333,20,TRUE,10,"NB2","F1",130,4,3.625,4.625,0.0521244074973642,0.0339555690510293
"2094","L6",5.625,9.83333333333333,20,TRUE,10,"QC","F1",200,3,3.625,4.625,0.0518746930848147,0.0336464730003102
"2095","L6",5.625,9.875,20,TRUE,10,"IN","F1",70,14,3.625,4.625,0.0522568906547077,0.0341189260081385
"2096","L6",5.625,9.875,20,TRUE,10,"NB2","F1",130,6,3.625,4.625,0.0520114464212064,0.0339075960627184
"2097","L6",5.625,9.875,20,TRUE,10,"ON","F1",165,1,3.625,4.625,0.0358207027996736,0.0150791950747011
"2098","L6",5.625,9.91666666666667,20,TRUE,10,"AB","F1",40,1,3.625,4.625,0.0525425853268172,0.034641896394077
"2099","L6",5.625,9.91666666666667,20,TRUE,10,"IN","F1",70,9,3.625,4.625,0.0521433552541292,0.0340704906519046
"2100","L6",5.625,9.91666666666667,20,TRUE,10,"NB2","F1",130,22,3.625,4.625,0.0518989738920438,0.0338597584372238
"2101","L6",5.625,9.91666666666667,20,TRUE,10,"ON","F1",165,2,3.625,4.625,0.0357673190286375,0.0150697267684651
"2102","L6",5.625,9.91666666666667,20,TRUE,10,"QC","F1",200,5,3.625,4.625,0.0516514096661622,0.033552396350485
"2103","L6",5.625,9.95833333333333,20,TRUE,10,"IN","F1",70,3,3.625,4.625,0.0520303121270781,0.0340221926187557
"2104","L6",5.625,9.95833333333333,20,TRUE,10,"ON","F1",165,2,3.625,4.625,0.0357140941370201,0.0150602703451668
"2105","L6",5.625,9.95833333333333,20,TRUE,10,"QC","F1",200,29,3.625,4.625,0.0515404872153475,0.0335055550312204
"2106","L6",5.625,16.8326388888889,20,TRUE,10,"IPU","F0",5,1,3.625,4.625,0.0354646462484653,0.0259841923663424
"2107","L6",5.625,31.75,20,TRUE,5,"ON","F1",195,1,3.625,4.625,0,0
"2108","L6",5.625,31.7916666666667,20,TRUE,5,"QC","F1",230,1,3.625,4.625,0.00579380911499559,0
"2109","L6",5.625,31.875,20,TRUE,5,"NB2","F1",160,1,3.625,4.625,0.0106430840629289,0.00415644253651205
"2110","L6",5.625,31.9583333333333,20,TRUE,5,"IN","F1",100,1,3.625,4.625,0.0107228258383495,0.0042468732306526
"2111","L6",5.66666666666667,2.875,20,TRUE,30,"QC","F1",220,8,3.66666666666667,4.66666666666667,0.200024207093748,0.142494003769291
"2112","L6",5.66666666666667,4.875,20,TRUE,35,"QC","F1",225,1,3.66666666666667,4.66666666666667,0.0554014621727112,0.0127994734253134
"2113","L6",5.66666666666667,9.75,20,TRUE,10,"IN","F1",70,3,3.66666666666667,4.66666666666667,0.0523075932351897,0.0340968719671558
"2114","L6",5.66666666666667,9.83333333333333,20,TRUE,10,"NB2","F1",130,4,3.66666666666667,4.66666666666667,0.0518339921691219,0.0337888514612643
"2115","L6",5.66666666666667,9.83333333333333,20,TRUE,10,"QC","F1",200,4,3.66666666666667,4.66666666666667,0.0515842212373313,0.0334805229404525
"2116","L6",6,0,15,FALSE,15,"IPU","F0",10,1,4,5,0.25,0.166666666666667
"2117","L6",6,0,25,FALSE,25,"AB","F1",55,23,4,5,0.25,0.166666666666667
"2118","L6",6,0,25,FALSE,25,"IN","F1",85,12,4,5,0.25,0.166666666666667
"2119","L6",6,0,25,FALSE,25,"IPU","F0",20,58,4,5,0.25,0.166666666666667
"2120","L6",6,0,25,FALSE,25,"NB2","F1",145,34,4,5,0.25,0.166666666666667
"2121","L6",6,0,25,FALSE,25,"ON","F1",180,36,4,5,0.25,0.166666666666667
"2122","L6",6,0,25,FALSE,25,"QC","F1",215,43,4,5,0.25,0.166666666666667
"2123","L6",6.33333333333333,32.2083333333333,20,TRUE,5,"IN","F1",100,2,4.33333333333333,5.33333333333333,0.00947981509851548,0.00382636835431322
"2124","L6",6.375,5.04166666666667,20,TRUE,35,"ON","F1",190,2,4.375,5.375,0.0612646739640293,0.0248105684441696
"2125","L6",6.41666666666667,3.125,20,TRUE,30,"ON","F1",185,1,4.41666666666667,5.41666666666667,0.170711831471302,0.123579697817804
"2126","L6",6.41666666666667,3.16666666666667,20,TRUE,30,"ON","F1",185,1,4.41666666666667,5.41666666666667,0.169506135519628,0.122946626693864
"2127","L6",6.45833333333333,2.91666666666667,20,TRUE,30,"ON","F1",185,4,4.45833333333333,5.45833333333333,0.176202982574745,0.126328604305046
"2128","L6",6.45833333333333,3.06944444444444,20,TRUE,30,"ON","F1",185,1,4.45833333333333,5.45833333333333,0.171583959522951,0.123936602660593
"2129","L6",6.5,2.91666666666667,20,TRUE,30,"ON","F1",185,4,4.5,5.5,0.175406155631498,0.125815971940221
"2130","L6",6.5,3.08333333333333,20,TRUE,30,"ON","F1",185,1,4.5,5.5,0.170423921482354,0.12323188210341
"2131","L6",6.5,9.83333333333333,20,TRUE,10,"ON","F1",165,13,4.5,5.5,0.0310269246442269,0.0133236221673604
"2132","L6",6.5,9.91666666666667,20,TRUE,10,"ON","F1",165,1,4.5,5.5,0.0309469090263658,0.0133088453318033
"2133","L6",6.5,10.125,20,TRUE,10,"AB","F1",40,1,4.5,5.5,0.0466400267404199,0.0312276442521075
"2134","L6",6.54166666666667,3,20,TRUE,30,"NB2","F1",150,5,4.54166666666667,5.54166666666667,0.1737274960537,0.125369333029631
"2135","L6",6.54166666666667,5,20,TRUE,35,"QC","F1",225,5,4.54166666666667,5.54166666666667,0.0469062628370202,0.0111651539114195
"2136","L6",6.54166666666667,9.91666666666667,20,TRUE,10,"AB","F1",40,1,4.54166666666667,5.54166666666667,0.0468663874308093,0.0312940595416423
"2137","L6",6.54166666666667,10,20,TRUE,10,"ON","F1",165,2,4.54166666666667,5.54166666666667,0.0306709747619976,0.0132206200993505
"2138","L6",6.5625,2.95486111111111,20,TRUE,30,"ON","F1",185,1,4.5625,5.5625,0.17307264209955,0.124460305122334
"2139","L6",6.58333333333333,2.75,20,TRUE,30,"IN","F1",90,1,4.58333333333333,5.58333333333333,0.102520888589899,0.0409271488767569
"2140","L6",6.58333333333333,2.875,20,TRUE,30,"IN","F1",90,2,4.58333333333333,5.58333333333333,0.101223695686384,0.040718835645687
"2141","L6",6.58333333333333,2.91666666666667,20,TRUE,30,"IN","F1",90,1,4.58333333333333,5.58333333333333,0.100798562228524,0.0406498683411869
"2142","L6",6.58333333333333,2.95833333333333,20,TRUE,30,"NB2","F1",150,1,4.58333333333333,5.58333333333333,0.174223304996451,0.125526226730113
"2143","L6",6.58333333333333,3,20,TRUE,30,"NB2","F1",150,1,4.58333333333333,5.58333333333333,0.172967679960605,0.124873107977427
"2144","L6",6.58333333333333,4.91666666666667,20,TRUE,35,"IN","F1",95,1,4.58333333333333,5.58333333333333,0,0
"2145","L6",6.58333333333333,4.97222222222222,20,TRUE,35,"IPU","F0",30,1,4.58333333333333,5.58333333333333,0.103850622588408,0.0739367750291645
"2146","L6",6.58333333333333,4.97916666666667,20,TRUE,35,"IPU","F0",30,1,4.58333333333333,5.58333333333333,0.103775781064289,0.0738988316868496
"2147","L6",6.58333333333333,4.97916666666667,20,TRUE,35,"ON","F1",190,3,4.58333333333333,5.58333333333333,0.0595333476819476,0.0241573234924458
"2148","L6",6.58333333333333,5,20,TRUE,35,"NB2","F1",155,1,4.58333333333333,5.58333333333333,0,0
"2149","L6",6.58333333333333,9.875,20,TRUE,10,"ON","F1",165,1,4.58333333333333,5.58333333333333,0.0305936771082633,0.0131695909433563
"2150","L6",6.58333333333333,9.875,20,TRUE,10,"QC","F1",200,11,4.58333333333333,5.58333333333333,0.0458388636890897,0.0301652769708994
"2151","L6",6.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,2,4.58333333333333,5.58333333333333,0.0465469247120207,0.0311167963591843
"2152","L6",6.58333333333333,9.95833333333333,20,TRUE,10,"IN","F1",70,1,4.58333333333333,5.58333333333333,0.0461511393850415,0.0305776741799907
"2153","L6",6.58333333333333,31.9583333333333,20,TRUE,5,"IN","F1",100,2,4.58333333333333,5.58333333333333,0.0091353466042298,0.00370179439267702
"2154","L6",6.59027777777778,3.00208333333333,20,TRUE,30,"IPU","F0",25,2,4.59027777777778,5.59027777777778,0.172211352396941,0.123925906935578
"2155","L6",6.59027777777778,4.94791666666667,20,TRUE,35,"IPU","F0",30,1,4.59027777777778,5.59027777777778,0.104036991530037,0.0740204193992605
"2156","L6",6.60486111111111,2.90902777777778,20,TRUE,30,"IPU","F0",25,1,4.60486111111111,5.60486111111111,0.174743509409718,0.12519569174688
"2157","L6",6.60902777777778,2.98125,20,TRUE,30,"IPU","F0",25,4,4.60902777777778,5.60902777777778,0.172489886893926,0.124024527395016
"2158","L6",6.61111111111111,4.82430555555556,20,TRUE,35,"IPU","F0",30,2,4.61111111111111,5.61111111111111,0.105157747816938,0.0745531998051372
"2159","L6",6.625,2.79166666666667,20,TRUE,30,"IN","F1",90,1,4.625,5.625,0.101425534345883,0.0406296556058683
"2160","L6",6.625,2.79166666666667,20,TRUE,30,"QC","F1",220,2,4.625,5.625,0.182771880919348,0.130973487269745
"2161","L6",6.625,2.83333333333333,20,TRUE,30,"NB2","F1",150,3,4.625,5.625,0.177303520159065,0.127013808759358
"2162","L6",6.625,2.875,20,TRUE,30,"AB","F1",60,2,4.625,5.625,0.176974331501395,0.126893799699959
"2163","L6",6.625,2.875,20,TRUE,30,"NB2","F1",150,2,4.625,5.625,0.176003270185589,0.126345159595254
"2164","L6",6.625,2.91666666666667,20,TRUE,30,"AB","F1",60,3,4.625,5.625,0.175678887597583,0.126226410166272
"2165","L6",6.625,2.91666666666667,20,TRUE,30,"IN","F1",90,2,4.625,5.625,0.100155740656645,0.0404243521675361
"2166","L6",6.625,2.91666666666667,20,TRUE,30,"NB2","F1",150,8,4.625,5.625,0.174721952063242,0.125683513612509
"2167","L6",6.625,2.91666666666667,20,TRUE,30,"QC","F1",220,6,4.625,5.625,0.178689454946715,0.128863770100644
"2168","L6",6.625,2.95833333333333,20,TRUE,30,"AB","F1",60,1,4.625,5.625,0.174402271057009,0.125566004085661
"2169","L6",6.625,2.95833333333333,20,TRUE,30,"NB2","F1",150,1,4.625,5.625,0.173459155304159,0.125028761361238
"2170","L6",6.625,2.95833333333333,20,TRUE,30,"QC","F1",220,4,4.625,5.625,0.17736887380568,0.128175554053557
"2171","L6",6.625,4.83333333333333,20,TRUE,35,"ON","F1",190,4,4.625,5.625,0.0596697421778175,0.0241080253782015
"2172","L6",6.625,4.875,20,TRUE,35,"NB2","F1",155,2,4.625,5.625,0,0
"2173","L6",6.625,4.89166666666667,20,TRUE,35,"IPU","F0",30,1,4.625,5.625,0.104264457965244,0.0740815063417315
"2174","L6",6.625,4.91666666666667,20,TRUE,35,"IN","F1",95,1,4.625,5.625,0,0
"2175","L6",6.625,4.95833333333333,20,TRUE,35,"NB2","F1",155,2,4.625,5.625,0,0
"2176","L6",6.625,4.95833333333333,20,TRUE,35,"QC","F1",225,13,4.625,5.625,0.0463459006069823,0.011037532633973
"2177","L6",6.625,9.70833333333333,20,TRUE,10,"ON","F1",165,1,4.625,5.625,0.0305556205389281,0.0131261292443411
"2178","L6",6.625,9.79166666666667,20,TRUE,10,"NB2","F1",130,10,4.625,5.625,0.0460342886578119,0.0303988000887237
"2179","L6",6.625,9.79166666666667,20,TRUE,10,"ON","F1",165,19,4.625,5.625,0.0304780143189024,0.0131117869934494
"2180","L6",6.625,9.83333333333333,20,TRUE,10,"NB2","F1",130,2,4.625,5.625,0.0459461595423498,0.0303603451694141
"2181","L6",6.625,9.83333333333333,20,TRUE,10,"QC","F1",200,5,4.625,5.625,0.0456987569382301,0.0300694487177619
"2182","L6",6.625,9.875,20,TRUE,10,"IN","F1",70,14,4.625,5.625,0.0461019530188853,0.0305210959331875
"2183","L6",6.625,9.875,20,TRUE,10,"NB2","F1",130,7,4.625,5.625,0.0458583672149993,0.0303219874192362
"2184","L6",6.625,9.875,20,TRUE,10,"ON","F1",165,1,4.625,5.625,0.0304008013140893,0.0130974760504389
"2185","L6",6.625,9.91666666666667,20,TRUE,10,"AB","F1",40,2,4.625,5.625,0.0464105914325327,0.031021517826113
"2186","L6",6.625,9.91666666666667,20,TRUE,10,"IN","F1",70,7,4.625,5.625,0.0460135648852781,0.0304823311767662
"2187","L6",6.625,9.91666666666667,20,TRUE,10,"NB2","F1",130,22,4.625,5.625,0.0457709097488731,0.0302837264703595
"2188","L6",6.625,9.91666666666667,20,TRUE,10,"ON","F1",165,4,4.625,5.625,0.0303623413346583,0.0130903322873712
"2189","L6",6.625,9.91666666666667,20,TRUE,10,"QC","F1",200,9,4.625,5.625,0.0455253858098432,0.0299942894055032
"2190","L6",6.625,9.95833333333333,20,TRUE,10,"IN","F1",70,2,4.625,5.625,0.0459255150242174,0.0304436647654489
"2191","L6",6.625,9.95833333333333,20,TRUE,10,"NB2","F1",130,2,4.625,5.625,0.0456837852317552,0.0302455619568077
"2192","L6",6.625,9.95833333333333,20,TRUE,10,"ON","F1",165,5,4.625,5.625,0.0303239785435264,0.013083196312908
"2193","L6",6.625,9.95833333333333,20,TRUE,10,"QC","F1",200,34,4.625,5.625,0.0454391926109057,0.0299568504703913
"2194","L6",6.625,16.9583333333333,20,TRUE,10,"IPU","F0",5,1,4.625,5.625,0.031788606437375,0.0235516175570891
"2195","L6",6.625,16.9611111111111,20,TRUE,10,"IPU","F0",5,2,4.625,5.625,0.031785799697717,0.0235500768837441
"2196","L6",6.625,31.65625,20,TRUE,5,"IPU","F0",35,1,4.625,5.625,0,0
"2197","L6",6.625,31.7083333333333,20,TRUE,5,"ON","F1",195,1,4.625,5.625,0,0
"2198","L6",6.625,31.7430555555556,20,TRUE,5,"IPU","F0",35,1,4.625,5.625,0,0
"2199","L6",6.625,31.75,20,TRUE,5,"ON","F1",195,8,4.625,5.625,0,0
"2200","L6",6.625,31.7916666666667,20,TRUE,5,"QC","F1",230,3,4.625,5.625,0.00472944822470772,0
"2201","L6",6.625,31.875,20,TRUE,5,"NB2","F1",160,5,4.625,5.625,0.00900219669018149,0.00360106908504052
"2202","L6",6.625,31.875,20,TRUE,5,"QC","F1",230,1,4.625,5.625,0.00472758498567291,0
"2203","L6",6.625,31.9166666666667,20,TRUE,5,"IN","F1",100,8,4.625,5.625,0.00908035439231085,0.00368181642160949
"2204","L6",6.625,31.9166666666667,20,TRUE,5,"NB2","F1",160,1,4.625,5.625,0.00899882130853986,0.0036005288453274
"2205","L6",6.625,31.9166666666667,20,TRUE,5,"QC","F1",230,1,4.625,5.625,0.00472665391658589,0
"2206","L6",6.625,31.9583333333333,20,TRUE,5,"IN","F1",100,8,4.625,5.625,0.00907692015681858,0.00368125168440517
"2207","L6",6.625,32,20,TRUE,5,"IN","F1",100,1,4.625,5.625,0.00907348851803432,0.00368068712041926
"2208","L6",6.66666666666667,2.875,20,TRUE,30,"QC","F1",220,1,4.66666666666667,5.66666666666667,0.179250810845126,0.129050101516274
"2209","L6",6.66666666666667,9.75,20,TRUE,10,"IN","F1",70,2,4.66666666666667,5.66666666666667,0.0461414107357854,0.0305034466397315
"2210","L6",6.66666666666667,9.83333333333333,20,TRUE,10,"NB2","F1",130,1,4.66666666666667,5.66666666666667,0.0457203602353896,0.0302269934447204
"2211","L6",6.66666666666667,9.83333333333333,20,TRUE,10,"QC","F1",200,5,4.66666666666667,5.66666666666667,0.0454731817347324,0.0299368384857212
"2212","L6",6.66666666666667,31.75,20,TRUE,5,"QC","F1",230,1,4.66666666666667,5.66666666666667,0.004694439998349,0
"2213","L6",7,0,20,FALSE,20,"IPU","F0",15,8,5,6,0.2,0.142857142857143
"2214","L6",7,0,20,FALSE,20,"ON","F1",175,1,5,6,0.2,0.142857142857143
"2215","L6",7,0,25,FALSE,25,"AB","F1",55,28,5,6,0.2,0.142857142857143
"2216","L6",7,0,25,FALSE,25,"IN","F1",85,35,5,6,0.2,0.142857142857143
"2217","L6",7,0,25,FALSE,25,"IPU","F0",20,63,5,6,0.2,0.142857142857143
"2218","L6",7,0,25,FALSE,25,"NB2","F1",145,30,5,6,0.2,0.142857142857143
"2219","L6",7,0,25,FALSE,25,"ON","F1",180,24,5,6,0.2,0.142857142857143
"2220","L6",7,0,25,FALSE,25,"QC","F1",215,35,5,6,0.2,0.142857142857143
"2221","L6",7.375,5.04166666666667,20,TRUE,35,"ON","F1",190,1,5.375,6.375,0.0529069071362556,0.0218164501356104
"2222","L6",7.45833333333333,3.06944444444444,20,TRUE,30,"ON","F1",185,1,5.45833333333333,6.45833333333333,0.155115634636398,0.113087496349115
"2223","L6",7.5,3.08333333333333,20,TRUE,30,"ON","F1",185,1,5.5,6.5,0.154166971757183,0.112500462466374
"2224","L6",7.5,5.45833333333333,20,TRUE,35,"AB","F1",65,1,5.5,6.5,0.0673136762382283,0.0399724019755841
"2225","L6",7.5,9.83333333333333,20,TRUE,10,"ON","F1",165,6,5.5,6.5,0.0268765731058385,0.011752439630506
"2226","L6",7.5,9.91666666666667,20,TRUE,10,"ON","F1",165,1,5.5,6.5,0.0268165117775691,0.0117409409055728
"2227","L6",7.54166666666667,3,20,TRUE,30,"NB2","F1",150,1,5.54166666666667,6.54166666666667,0.157158622526606,0.114453656016106
"2228","L6",7.54166666666667,5,20,TRUE,35,"QC","F1",225,6,5.54166666666667,6.54166666666667,0.0401407908854611,0.00975691524498434
"2229","L6",7.54166666666667,10,20,TRUE,10,"ON","F1",165,3,5.54166666666667,6.54166666666667,0.0266090716437273,0.0116722250179018
"2230","L6",7.54166666666667,32.0833333333333,20,TRUE,5,"IN","F1",100,1,5.54166666666667,6.54166666666667,0.00794938817718202,0.00327937485266115
"2231","L6",7.58333333333333,2.875,20,TRUE,30,"IN","F1",90,1,5.58333333333333,6.58333333333333,0.0876633231975085,0.0359035753019987
"2232","L6",7.58333333333333,2.91666666666667,20,TRUE,30,"IN","F1",90,2,5.58333333333333,6.58333333333333,0.0873442860982715,0.0358499444195387
"2233","L6",7.58333333333333,2.95833333333333,20,TRUE,30,"AB","F1",60,1,5.58333333333333,6.58333333333333,0.158504188424577,0.115101019530835
"2234","L6",7.58333333333333,4.75,20,TRUE,35,"ON","F1",190,3,5.58333333333333,6.58333333333333,0.0522284703719713,0.0214143242820368
"2235","L6",7.58333333333333,4.91666666666667,20,TRUE,35,"IN","F1",95,3,5.58333333333333,6.58333333333333,0,0
"2236","L6",7.58333333333333,4.95833333333333,20,TRUE,35,"AB","F1",65,1,5.58333333333333,6.58333333333333,0.0689740400204132,0.0404292256240613
"2237","L6",7.58333333333333,4.97916666666667,20,TRUE,35,"ON","F1",190,1,5.58333333333333,6.58333333333333,0.0516107401605781,0.0213097477749237
"2238","L6",7.58333333333333,5,20,TRUE,35,"NB2","F1",155,1,5.58333333333333,6.58333333333333,0,0
"2239","L6",7.58333333333333,5.01041666666667,20,TRUE,35,"ON","F1",190,3,5.58333333333333,6.58333333333333,0.0515276345556362,0.0212955664265089
"2240","L6",7.58333333333333,9.875,20,TRUE,10,"QC","F1",200,8,5.58333333333333,6.58333333333333,0.040948766030776,0.0272581707441976
"2241","L6",7.58333333333333,9.91666666666667,20,TRUE,10,"IN","F1",70,1,5.58333333333333,6.58333333333333,0.041354622841429,0.0276878617582364
"2242","L6",7.58333333333333,9.95833333333333,20,TRUE,10,"AB","F1",40,1,5.58333333333333,6.58333333333333,0.0416695816296947,0.0281643384446182
"2243","L6",7.58333333333333,31.75,20,TRUE,5,"ON","F1",195,4,5.58333333333333,6.58333333333333,0,0
"2244","L6",7.58333333333333,31.9166666666667,20,TRUE,5,"IN","F1",100,2,5.58333333333333,6.58333333333333,0.00791553908882277,0.00326501853162573
"2245","L6",7.58333333333333,31.9583333333333,20,TRUE,5,"IN","F1",100,1,5.58333333333333,6.58333333333333,0.00791292929294254,0.00326457441096116
"2246","L6",7.59027777777778,3.00486111111111,20,TRUE,30,"IPU","F0",25,1,5.59027777777778,6.59027777777778,0.15574838702005,0.113109197731638
"2247","L6",7.59027777777778,4.94791666666667,20,TRUE,35,"IPU","F0",30,1,5.59027777777778,6.59027777777778,0.0940907529087493,0.0675267217266118
"2248","L6",7.60902777777778,2.98125,20,TRUE,30,"IPU","F0",25,1,5.60902777777778,6.60902777777778,0.156043786062408,0.113226948769521
"2249","L6",7.61111111111111,4.82430555555556,20,TRUE,35,"IPU","F0",30,1,5.61111111111111,6.61111111111111,0.0950065145579434,0.0679698427408632
"2250","L6",7.625,2.875,20,TRUE,30,"IN","F1",90,4,5.625,6.625,0.0871767158165272,0.035727533334651
"2251","L6",7.625,2.875,20,TRUE,30,"NB2","F1",150,1,5.625,6.625,0.159018679364633,0.115266402543113
"2252","L6",7.625,2.91666666666667,20,TRUE,30,"AB","F1",60,1,5.625,6.625,0.158923901636956,0.11523610954362
"2253","L6",7.625,2.91666666666667,20,TRUE,30,"IN","F1",90,4,5.625,6.625,0.086861204377797,0.0356744266984401
"2254","L6",7.625,2.91666666666667,20,TRUE,30,"NB2","F1",150,1,5.625,6.625,0.157971991967166,0.114715450986806
"2255","L6",7.625,2.91666666666667,20,TRUE,30,"QC","F1",220,2,5.625,6.625,0.161925447365214,0.11776867501851
"2256","L6",7.625,2.95833333333333,20,TRUE,30,"IN","F1",90,2,5.625,6.625,0.0865479685119055,0.0356214777069672
"2257","L6",7.625,2.95833333333333,20,TRUE,30,"NB2","F1",150,1,5.625,6.625,0.156938993408579,0.114169741263552
"2258","L6",7.625,2.95833333333333,20,TRUE,30,"QC","F1",220,5,5.625,6.625,0.160840275135809,0.117193602713833
"2259","L6",7.625,4.70833333333333,20,TRUE,35,"IN","F1",95,1,5.625,6.625,0,0
"2260","L6",7.625,4.79166666666667,20,TRUE,35,"ON","F1",190,2,5.625,6.625,0.0518248845763232,0.0212902473037954
"2261","L6",7.625,4.83333333333333,20,TRUE,35,"ON","F1",190,2,5.625,6.625,0.0517132165979374,0.0212713776000622
"2262","L6",7.625,4.875,20,TRUE,35,"NB2","F1",155,1,5.625,6.625,0,0
"2263","L6",7.625,4.875,20,TRUE,35,"QC","F1",225,1,5.625,6.625,0.0398616837389249,0.00966709772514651
"2264","L6",7.625,4.91666666666667,20,TRUE,35,"NB2","F1",155,1,5.625,6.625,0,0
"2265","L6",7.625,4.91666666666667,20,TRUE,35,"QC","F1",225,2,5.625,6.625,0.0397955871094432,0.00966320542717973
"2266","L6",7.625,4.95833333333333,20,TRUE,35,"NB2","F1",155,2,5.625,6.625,0,0
"2267","L6",7.625,4.95833333333333,20,TRUE,35,"QC","F1",225,7,5.625,6.625,0.0397297093132844,0.00965931626229104
"2268","L6",7.625,5.875,20,TRUE,10,"NB2","F1",130,1,5.625,6.625,0.0490532580937987,0.0308006754419061
"2269","L6",7.625,9.79166666666667,20,TRUE,10,"NB2","F1",130,3,5.625,6.625,0.0411477381647865,0.0274849960417117
"2270","L6",7.625,9.79166666666667,20,TRUE,10,"ON","F1",165,22,5.625,6.625,0.0264637151040615,0.0115873101777859
"2271","L6",7.625,9.83333333333333,20,TRUE,10,"NB2","F1",130,3,5.625,6.625,0.0410773115622583,0.0274535560051229
"2272","L6",7.625,9.83333333333333,20,TRUE,10,"QC","F1",200,4,5.625,6.625,0.0408369215272172,0.027179898942013
"2273","L6",7.625,9.875,20,TRUE,10,"IN","F1",70,1,5.625,6.625,0.0412441244929657,0.0276096653576901
"2274","L6",7.625,9.875,20,TRUE,10,"NB2","F1",130,3,5.625,6.625,0.0410071256257748,0.0274221878147497
"2275","L6",7.625,9.91666666666667,20,TRUE,10,"IN","F1",70,8,5.625,6.625,0.0411733678467463,0.027577939620849
"2276","L6",7.625,9.91666666666667,20,TRUE,10,"NB2","F1",130,9,5.625,6.625,0.0409371791238125,0.0273908912246008
"2277","L6",7.625,9.91666666666667,20,TRUE,10,"ON","F1",165,9,5.625,6.625,0.0263764627047526,0.0115705512320292
"2278","L6",7.625,9.91666666666667,20,TRUE,10,"QC","F1",200,4,5.625,6.625,0.0406984216728725,0.0271184758226529
"2279","L6",7.625,9.95833333333333,20,TRUE,10,"IN","F1",70,1,5.625,6.625,0.0411028535588659,0.0275462867111948
"2280","L6",7.625,9.95833333333333,20,TRUE,10,"NB2","F1",130,1,5.625,6.625,0.040867470833236,0.0273596659898063
"2281","L6",7.625,9.95833333333333,20,TRUE,10,"ON","F1",165,8,5.625,6.625,0.0263475062873796,0.011564975684377
"2282","L6",7.625,9.95833333333333,20,TRUE,10,"QC","F1",200,11,5.625,6.625,0.0406295234446426,0.0270878682518081
"2283","L6",7.625,31.65625,20,TRUE,5,"IPU","F0",35,7,5.625,6.625,0,0
"2284","L6",7.625,31.7083333333333,20,TRUE,5,"NB2","F1",160,1,5.625,6.625,0.00780983969470542,0.00317830012188698
"2285","L6",7.625,31.7083333333333,20,TRUE,5,"ON","F1",195,1,5.625,6.625,0,0
"2286","L6",7.625,31.7430555555556,20,TRUE,5,"IPU","F0",35,23,5.625,6.625,0,0
"2287","L6",7.625,31.75,20,TRUE,5,"ON","F1",195,9,5.625,6.625,0,0
"2288","L6",7.625,31.7916666666667,20,TRUE,5,"QC","F1",230,2,5.625,6.625,0.00399545654483651,0
