"","stage","time2","time1","temp2","transfer","temp1","province","generation","block","nobs","time2d","time2.orig","r.est2","r.est1"
"1","L2",1.76458333333333,0.981944444444444,20,TRUE,30,"IPU","F0",21,1,0.764583333333333,1.76458333333333,0.761736598770567,0.426066305237931
"2","L2",1.81319444444444,0.981944444444444,20,TRUE,35,"IPU","F0",26,2,0.813194444444445,1.81319444444444,0.777328144522073,0.480902789752234
"3","L2",2.76805555555556,0.981944444444444,20,TRUE,30,"IPU","F0",21,37,1.76805555555556,2.76805555555556,0.572408064522275,0.320168673452587
"4","L2",2.81319444444444,0.981944444444444,20,TRUE,35,"IPU","F0",26,15,1.81319444444444,2.81319444444444,0.602074569860602,0.372481725603849
"5","L2",2.94097222222222,0.997916666666667,20,TRUE,30,"ON","F1",181,9,1.94097222222222,2.94097222222222,0.456033717906929,0.174704107389011
"6","L2",2.99166666666667,0.984027777777778,20,TRUE,35,"ON","F1",186,1,1.99166666666667,2.99166666666667,0.34509170277531,0.00812688744606515
"7","L2",3,0,25,FALSE,25,"AB","F1",51,24,2,3,0.5,0.333333333333333
"8","L2",3,0,25,FALSE,25,"IPU","F0",16,92,2,3,0.5,0.333333333333333
"9","L2",3,0,25,FALSE,25,"ON","F1",176,1,2,3,0.5,0.333333333333333
"10","L2",3,0,25,FALSE,25,"QC","F1",211,8,2,3,0.5,0.333333333333333
"11","L2",3.04166666666667,0.916666666666667,20,TRUE,30,"QC","F1",216,10,2.04166666666667,3.04166666666667,0.58916174492243,0.343386876355442
"12","L2",3.04166666666667,0.916666666666667,20,TRUE,35,"IN","F1",91,1,2.04166666666667,3.04166666666667,0.186459040136361,0
"13","L2",3.08333333333333,0.916666666666667,20,TRUE,30,"NB2","F1",146,7,2.08333333333333,3.08333333333333,0.525069495526369,0.253469305955171
"14","L2",3.125,0.833333333333333,20,TRUE,30,"AB","F1",56,3,2.125,3.125,0.578411115636955,0.285905608604572
"15","L2",3.27777777777778,3.75,20,TRUE,10,"IPU","F0",1,66,2.27777777777778,3.27777777777778,0.135582651251959,0.0780038159691438
"16","L2",3.76458333333333,0.981944444444444,20,TRUE,30,"IPU","F0",21,68,2.76458333333333,3.76458333333333,0.459091257905436,0.256786713949613
"17","L2",3.85486111111111,0.981944444444444,20,TRUE,35,"IPU","F0",26,42,2.85486111111111,3.85486111111111,0.48756884365165,0.301641989772801
"18","L2",3.91666666666667,1.04166666666667,20,TRUE,35,"QC","F1",221,42,2.91666666666667,3.91666666666667,0.1650834946225,0
"19","L2",3.95208333333333,0.997916666666667,20,TRUE,30,"ON","F1",181,80,2.95208333333333,3.95208333333333,0.355204235235431,0.136076884254897
"20","L2",3.98472222222222,0.984027777777778,20,TRUE,35,"ON","F1",186,16,2.98472222222222,3.98472222222222,0.259606227441303,0.00611372370417103
"21","L2",4,0,25,FALSE,25,"AB","F1",51,38,3,4,0.333333333333333,0.25
"22","L2",4,0,25,FALSE,25,"IN","F1",81,57,3,4,0.333333333333333,0.25
"23","L2",4,0,25,FALSE,25,"IPU","F0",16,68,3,4,0.333333333333333,0.25
"24","L2",4,0,25,FALSE,25,"NB2","F1",141,19,3,4,0.333333333333333,0.25
"25","L2",4,0,25,FALSE,25,"ON","F1",176,43,3,4,0.333333333333333,0.25
"26","L2",4,0,25,FALSE,25,"QC","F1",211,51,3,4,0.333333333333333,0.25
"27","L2",4,3.79166666666667,20,TRUE,10,"ON","F1",161,7,3,4,0.0374747748147356,0
"28","L2",4.04166666666667,0.875,20,TRUE,35,"NB2","F1",151,7,3.04166666666667,4.04166666666667,0.277395179964614,0
"29","L2",4.04166666666667,0.916666666666667,20,TRUE,35,"IN","F1",91,2,3.04166666666667,4.04166666666667,0.132609162522475,0
"30","L2",4.08333333333333,0.708333333333333,20,TRUE,35,"IN","F1",91,1,3.08333333333333,4.08333333333333,0.134709753988633,0
"31","L2",4.08333333333333,0.75,20,TRUE,30,"IN","F1",86,7,3.08333333333333,4.08333333333333,0,0
"32","L2",4.08333333333333,0.833333333333333,20,TRUE,30,"AB","F1",56,9,3.08333333333333,4.08333333333333,0.468879212767654,0.231764889952891
"33","L2",4.08333333333333,3.66666666666667,20,TRUE,10,"NB2","F1",126,3,3.08333333333333,4.08333333333333,0.0834057058338827,0.0220002258555936
"34","L2",4.12152777777778,3.75,20,TRUE,10,"IPU","F0",1,18,3.12152777777778,4.12152777777778,0.114697509542077,0.0659865104699374
"35","L2",4.125,0.916666666666667,20,TRUE,30,"NB2","F1",146,19,3.125,4.125,0.416939176910374,0.201271180072987
"36","L2",4.16666666666667,3.75,20,TRUE,10,"QC","F1",196,1,3.16666666666667,4.16666666666667,0.0297321059328751,0
"37","L2",4.16666666666667,3.79166666666667,20,TRUE,10,"IN","F1",66,2,3.16666666666667,4.16666666666667,0.0526674178790485,0
"38","L2",4.20833333333333,3.75,20,TRUE,10,"AB","F1",36,3,3.20833333333333,4.20833333333333,0.0976097770859174,0.0448949216792596
"39","L2",4.25,0.916666666666667,20,TRUE,30,"QC","F1",216,103,3.25,4.25,0.463102302649305,0.269912796611631
"40","L2",4.25,10.7291666666667,20,TRUE,5,"IPU","F0",31,83,3.25,4.25,0.0262862181771943,0.00569282390559512
"41","L2",4.52430555555556,0.997916666666667,20,TRUE,30,"ON","F1",181,70,3.52430555555556,4.52430555555556,0.315701023131811,0.12094341691977
"42","L2",4.73680555555556,0.981944444444444,20,TRUE,30,"IPU","F0",21,29,3.73680555555556,4.73680555555556,0.384776759508913,0.215220008510753
"43","L2",4.82013888888889,0.981944444444444,20,TRUE,35,"IPU","F0",26,10,3.82013888888889,4.82013888888889,0.4145153371176,0.256446749262167
"44","L2",4.91666666666667,1.04166666666667,20,TRUE,35,"QC","F1",221,68,3.91666666666667,4.91666666666667,0.128579838850656,0
"45","L2",5,0,20,FALSE,20,"IN","F1",76,1,4,5,0.25,0.2
"46","L2",5,0,20,FALSE,20,"IPU","F0",11,57,4,5,0.25,0.2
"47","L2",5,0,20,FALSE,20,"QC","F1",206,2,4,5,0.25,0.2
"48","L2",5,0,25,FALSE,25,"AB","F1",51,12,4,5,0.25,0.2
"49","L2",5,0,25,FALSE,25,"IN","F1",81,27,4,5,0.25,0.2
"50","L2",5,0,25,FALSE,25,"IPU","F0",16,3,4,5,0.25,0.2
"51","L2",5,0,25,FALSE,25,"NB2","F1",141,43,4,5,0.25,0.2
"52","L2",5,0,25,FALSE,25,"ON","F1",176,27,4,5,0.25,0.2
"53","L2",5,0,25,FALSE,25,"QC","F1",211,56,4,5,0.25,0.2
"54","L2",5.04166666666667,0.708333333333333,20,TRUE,35,"IN","F1",91,5,4.04166666666667,5.04166666666667,0.105147245567332,0
"55","L2",5.04166666666667,0.833333333333333,20,TRUE,30,"AB","F1",56,8,4.04166666666667,5.04166666666667,0.394225889732538,0.194864277611264
"56","L2",5.04166666666667,0.833333333333333,20,TRUE,35,"AB","F1",61,3,4.04166666666667,5.04166666666667,0.11756345224075,0
"57","L2",5.04166666666667,0.916666666666667,20,TRUE,35,"IN","F1",91,13,4.04166666666667,5.04166666666667,0.102893298295843,0
"58","L2",5.05763888888889,0.984027777777778,20,TRUE,35,"ON","F1",186,48,4.05763888888889,5.05763888888889,0.204794991909238,0.00482292666737938
"59","L2",5.08333333333333,0.875,20,TRUE,35,"NB2","F1",151,37,4.08333333333333,5.08333333333333,0.220269899994303,0
"60","L2",5.08333333333333,0.916666666666667,20,TRUE,30,"QC","F1",216,57,4.08333333333333,5.08333333333333,0.403553389583802,0.235204863097829
"61","L2",5.125,0.75,20,TRUE,30,"IN","F1",86,54,4.125,5.125,0,0
"62","L2",5.125,0.916666666666667,20,TRUE,30,"NB2","F1",146,64,4.125,5.125,0.348117164851208,0.168048452477197
"63","L2",5.125,8.70833333333333,20,TRUE,5,"NB2","F1",156,4,4.125,5.125,0.0291174236159138,0.00831270017970917
"64","L2",5.16666666666667,2.91666666666667,20,TRUE,10,"ON","F1",161,4,4.16666666666667,5.16666666666667,0.0288081239094189,0
"65","L2",5.16666666666667,3.75,20,TRUE,10,"AB","F1",36,5,4.16666666666667,5.16666666666667,0.0820687694311899,0.0377463551210268
"66","L2",5.16666666666667,3.75,20,TRUE,10,"QC","F1",196,50,4.16666666666667,5.16666666666667,0.0232176799775319,0
"67","L2",5.16666666666667,3.79166666666667,20,TRUE,10,"ON","F1",161,39,4.16666666666667,5.16666666666667,0.0280998089779106,0
"68","L2",5.20069444444444,10.7291666666667,20,TRUE,5,"IPU","F0",31,50,4.20069444444444,5.20069444444444,0.0217237559458893,0.00470469719994439
"69","L2",5.20833333333333,8.83333333333333,20,TRUE,5,"ON","F1",191,4,4.20833333333333,5.20833333333333,0,0
"70","L2",5.24652777777778,3.75,20,TRUE,10,"IPU","F0",1,1,4.24652777777778,5.24652777777778,0.0951541293491428,0.054741783131294
"71","L2",5.25,3.79166666666667,20,TRUE,10,"IN","F1",66,21,4.25,5.25,0.0413470903015307,0
"72","L2",5.25,8.79166666666667,20,TRUE,5,"IN","F1",96,4,4.25,5.25,0,0
"73","L2",5.29166666666667,8.70833333333333,20,TRUE,5,"ON","F1",191,27,4.29166666666667,5.29166666666667,0,0
"74","L2",5.33333333333333,3.66666666666667,20,TRUE,10,"NB2","F1",126,19,4.33333333333333,5.33333333333333,0.065088299452049,0.0171685185569743
"75","L2",5.73680555555556,0.981944444444444,20,TRUE,30,"IPU","F0",21,5,4.73680555555556,5.73680555555556,0.329856342800753,0.184501058171664
"76","L2",5.74722222222222,0.981944444444444,20,TRUE,35,"IPU","F0",26,3,4.74722222222222,5.74722222222222,0.362369124290708,0.224185908510818
"77","L2",5.85972222222222,0.997916666666667,20,TRUE,30,"ON","F1",181,27,4.85972222222222,5.85972222222222,0.250647630437129,0.0960218097319483
"78","L2",5.91666666666667,1.04166666666667,20,TRUE,35,"QC","F1",221,54,4.91666666666667,5.91666666666667,0.105296439251912,0
"79","L2",5.95833333333333,8.875,20,TRUE,5,"QC","F1",226,8,4.95833333333333,5.95833333333333,0,0
"80","L2",5.99444444444444,0.984027777777778,20,TRUE,35,"ON","F1",186,26,4.99444444444444,5.99444444444444,0.17291794898157,0.00407222499550165
"81","L2",6,0,15,FALSE,15,"IPU","F0",6,24,5,6,0.2,0.166666666666667
"82","L2",6,0,20,FALSE,20,"AB","F1",46,2,5,6,0.2,0.166666666666667
"83","L2",6,0,20,FALSE,20,"IN","F1",76,22,5,6,0.2,0.166666666666667
"84","L2",6,0,20,FALSE,20,"IPU","F0",11,58,5,6,0.2,0.166666666666667
"85","L2",6,0,20,FALSE,20,"NB2","F1",136,4,5,6,0.2,0.166666666666667
"86","L2",6,0,20,FALSE,20,"ON","F1",171,23,5,6,0.2,0.166666666666667
"87","L2",6,0,20,FALSE,20,"QC","F1",206,21,5,6,0.2,0.166666666666667
"88","L2",6,0,25,FALSE,25,"AB","F1",51,5,5,6,0.2,0.166666666666667
"89","L2",6,0,25,FALSE,25,"IPU","F0",16,1,5,6,0.2,0.166666666666667
"90","L2",6,0,25,FALSE,25,"NB2","F1",141,14,5,6,0.2,0.166666666666667
"91","L2",6,0,25,FALSE,25,"ON","F1",176,20,5,6,0.2,0.166666666666667
"92","L2",6,0,25,FALSE,25,"QC","F1",211,6,5,6,0.2,0.166666666666667
"93","L2",6,0.833333333333333,20,TRUE,35,"AB","F1",61,6,5,6,0.0968490396677982,0
"94","L2",6.04166666666667,0.833333333333333,20,TRUE,30,"AB","F1",56,6,5.04166666666667,6.04166666666667,0.338060807932867,0.167102225377031
"95","L2",6.04166666666667,0.916666666666667,20,TRUE,30,"QC","F1",216,20,5.04166666666667,6.04166666666667,0.351565625042163,0.204904087560056
"96","L2",6.08333333333333,0.875,20,TRUE,35,"NB2","F1",151,27,5.08333333333333,6.08333333333333,0.183911165356226,0
"97","L2",6.08333333333333,0.916666666666667,20,TRUE,30,"NB2","F1",146,40,5.08333333333333,6.08333333333333,0.300570731602953,0.145096153786945
"98","L2",6.08333333333333,0.916666666666667,20,TRUE,35,"IN","F1",91,10,5.08333333333333,6.08333333333333,0.0834209353777637,0
"99","L2",6.08333333333333,8.70833333333333,20,TRUE,5,"NB2","F1",156,22,5.08333333333333,6.08333333333333,0.0248142722162499,0.00708394963899709
"100","L2",6.08333333333333,10.7291666666667,20,TRUE,5,"IPU","F0",31,1,5.08333333333333,6.08333333333333,0.0187089301053906,0.00405176092004756
"101","L2",6.125,0.708333333333333,20,TRUE,35,"IN","F1",91,5,5.125,6.125,0.0842473544831279,0
"102","L2",6.16666666666667,0.75,20,TRUE,30,"IN","F1",86,41,5.16666666666667,6.16666666666667,0,0
"103","L2",6.16666666666667,2.91666666666667,20,TRUE,10,"ON","F1",161,11,5.16666666666667,6.16666666666667,0.0236164236373618,0
"104","L2",6.16666666666667,3.75,20,TRUE,10,"AB","F1",36,3,5.16666666666667,6.16666666666667,0.0703765436551008,0.0323683021866037
"105","L2",6.16666666666667,3.75,20,TRUE,10,"QC","F1",196,71,5.16666666666667,6.16666666666667,0.0190448709061722,0
"106","L2",6.16666666666667,3.79166666666667,20,TRUE,10,"ON","F1",161,52,5.16666666666667,6.16666666666667,0.0231382855282442,0
"107","L2",6.20833333333333,3.79166666666667,20,TRUE,10,"IN","F1",66,36,5.20833333333333,6.20833333333333,0.0347413928105528,0
"108","L2",6.20833333333333,8.70833333333333,20,TRUE,5,"ON","F1",191,28,5.20833333333333,6.20833333333333,0,0
"109","L2",6.29166666666667,3.66666666666667,20,TRUE,10,"NB2","F1",126,45,5.29166666666667,6.29166666666667,0.0557084498704327,0.0146943443647395
"110","L2",6.33333333333333,8.79166666666667,20,TRUE,5,"IN","F1",96,37,5.33333333333333,6.33333333333333,0,0
"111","L2",6.72986111111111,0.981944444444444,20,TRUE,30,"IPU","F0",21,4,5.72986111111111,6.72986111111111,0.288906201833259,0.161596162584011
"112","L2",6.875,1.04166666666667,20,TRUE,35,"QC","F1",221,13,5.875,6.875,0.0897257692878623,0
"113","L2",6.88541666666667,0.997916666666667,20,TRUE,30,"ON","F1",181,9,5.88541666666667,6.88541666666667,0.216398508900891,0.0829011524615963
"114","L2",6.99583333333333,0.984027777777778,20,TRUE,35,"ON","F1",186,13,5.99583333333333,6.99583333333333,0.148251282344607,0.00349132621511672
"115","L2",7,0,15,FALSE,15,"AB","F1",41,2,6,7,0.166666666666667,0.142857142857143
"116","L2",7,0,15,FALSE,15,"IPU","F0",6,84,6,7,0.166666666666667,0.142857142857143
"117","L2",7,0,20,FALSE,20,"AB","F1",46,5,6,7,0.166666666666667,0.142857142857143
"118","L2",7,0,20,FALSE,20,"IN","F1",76,61,6,7,0.166666666666667,0.142857142857143
"119","L2",7,0,20,FALSE,20,"IPU","F0",11,4,6,7,0.166666666666667,0.142857142857143
"120","L2",7,0,20,FALSE,20,"NB2","F1",136,62,6,7,0.166666666666667,0.142857142857143
"121","L2",7,0,20,FALSE,20,"ON","F1",171,54,6,7,0.166666666666667,0.142857142857143
"122","L2",7,0,20,FALSE,20,"QC","F1",206,57,6,7,0.166666666666667,0.142857142857143
"123","L2",7,0,25,FALSE,25,"AB","F1",51,1,6,7,0.166666666666667,0.142857142857143
"124","L2",7,0,25,FALSE,25,"IPU","F0",16,1,6,7,0.166666666666667,0.142857142857143
"125","L2",7,0,25,FALSE,25,"NB2","F1",141,5,6,7,0.166666666666667,0.142857142857143
"126","L2",7,0,25,FALSE,25,"ON","F1",176,1,6,7,0.166666666666667,0.142857142857143
"127","L2",7.04166666666667,0.708333333333333,20,TRUE,35,"IN","F1",91,2,6.04166666666667,7.04166666666667,0.0721179655501435,0
"128","L2",7.04166666666667,0.833333333333333,20,TRUE,30,"AB","F1",56,2,6.04166666666667,7.04166666666667,0.295903628657672,0.146264165869006
"129","L2",7.04166666666667,0.833333333333333,20,TRUE,35,"AB","F1",61,3,6.04166666666667,7.04166666666667,0.0812819755402139,0
"130","L2",7.04166666666667,0.875,20,TRUE,35,"NB2","F1",151,21,6.04166666666667,7.04166666666667,0.158792318909782,0
"131","L2",7.04166666666667,0.916666666666667,20,TRUE,35,"IN","F1",91,12,6.04166666666667,7.04166666666667,0.0710504624658859,0
"132","L2",7.04166666666667,2.91666666666667,20,TRUE,10,"ON","F1",161,11,6.04166666666667,7.04166666666667,0.020399618625568,0
"133","L2",7.04166666666667,3.79166666666667,20,TRUE,10,"ON","F1",161,10,6.04166666666667,7.04166666666667,0.0200418777949553,0
"134","L2",7.04166666666667,8.875,20,TRUE,5,"QC","F1",226,47,6.04166666666667,7.04166666666667,0,0
"135","L2",7.08333333333333,0.916666666666667,20,TRUE,30,"NB2","F1",146,18,6.08333333333333,7.08333333333333,0.263076990497238,0.126996625498689
"136","L2",7.08333333333333,0.916666666666667,20,TRUE,30,"QC","F1",216,10,6.08333333333333,7.08333333333333,0.308383548928334,0.179735772466048
"137","L2",7.08333333333333,3.75,20,TRUE,10,"QC","F1",196,35,6.08333333333333,7.08333333333333,0.0163510603329175,0
"138","L2",7.08333333333333,8.70833333333333,20,TRUE,5,"NB2","F1",156,24,6.08333333333333,7.08333333333333,0.0214988931667574,0.00613731304914343
"139","L2",7.125,0.75,20,TRUE,30,"IN","F1",86,8,6.125,7.125,0,0
"140","L2",7.125,3.66666666666667,20,TRUE,10,"NB2","F1",126,38,6.125,7.125,0.0495048616867834,0.0130579947465127
"141","L2",7.125,3.79166666666667,20,TRUE,10,"IN","F1",66,19,6.125,7.125,0.0301361149626637,0
"142","L2",7.125,8.79166666666667,20,TRUE,5,"IN","F1",96,25,6.125,7.125,0,0
"143","L2",7.20833333333333,3.75,20,TRUE,10,"AB","F1",36,4,6.20833333333333,7.20833333333333,0.0612819989616241,0.028185187712233
"144","L2",7.91666666666667,1.04166666666667,20,TRUE,35,"QC","F1",221,3,6.91666666666667,7.91666666666667,0.0773009367547047,0
"145","L2",7.95833333333333,8.875,20,TRUE,5,"QC","F1",226,13,6.95833333333333,7.95833333333333,0,0
"146","L2",8,0,15,FALSE,15,"AB","F1",41,4,7,8,0.142857142857143,0.125
"147","L2",8,0,15,FALSE,15,"IPU","F0",6,9,7,8,0.142857142857143,0.125
"148","L2",8,0,20,FALSE,20,"IN","F1",76,27,7,8,0.142857142857143,0.125
"149","L2",8,0,20,FALSE,20,"IPU","F0",11,1,7,8,0.142857142857143,0.125
"150","L2",8,0,20,FALSE,20,"NB2","F1",136,45,7,8,0.142857142857143,0.125
"151","L2",8,0,20,FALSE,20,"ON","F1",171,27,7,8,0.142857142857143,0.125
"152","L2",8,0,20,FALSE,20,"QC","F1",206,26,7,8,0.142857142857143,0.125
"153","L2",8,0,25,FALSE,25,"AB","F1",51,1,7,8,0.142857142857143,0.125
"154","L2",8,0,25,FALSE,25,"IPU","F0",16,1,7,8,0.142857142857143,0.125
"155","L2",8,0,25,FALSE,25,"NB2","F1",141,1,7,8,0.142857142857143,0.125
"156","L2",8,0,25,FALSE,25,"QC","F1",211,1,7,8,0.142857142857143,0.125
"157","L2",8,0.708333333333333,20,TRUE,35,"IN","F1",91,2,7,8,0.0626830517394283,0
"158","L2",8.04166666666667,0.833333333333333,20,TRUE,30,"AB","F1",56,2,7.04166666666667,8.04166666666667,0.263094916968091,0.130046986065676
"159","L2",8.04166666666667,0.833333333333333,20,TRUE,35,"AB","F1",61,2,7.04166666666667,8.04166666666667,0.0704163195538651,0
"160","L2",8.04166666666667,0.875,20,TRUE,35,"NB2","F1",151,11,7.04166666666667,8.04166666666667,0.138984311873264,0
"161","L2",8.04166666666667,2.91666666666667,20,TRUE,10,"ON","F1",161,4,7.04166666666667,8.04166666666667,0.0176517809029653,0
"162","L2",8.04166666666667,3.75,20,TRUE,10,"QC","F1",196,9,7.04166666666667,8.04166666666667,0.0142446374019957,0
"163","L2",8.04166666666667,3.79166666666667,20,TRUE,10,"ON","F1",161,8,7.04166666666667,8.04166666666667,0.0173832906202394,0
"164","L2",8.08333333333333,0.75,20,TRUE,30,"IN","F1",86,3,7.08333333333333,8.08333333333333,0,0
"165","L2",8.08333333333333,0.916666666666667,20,TRUE,30,"NB2","F1",146,5,7.08333333333333,8.08333333333333,0.233899891544653,0.112911822601347
"166","L2",8.125,0.916666666666667,20,TRUE,35,"IN","F1",91,7,7.125,8.125,0.0608500506940086,0
"167","L2",8.125,3.66666666666667,20,TRUE,10,"NB2","F1",126,12,7.125,8.125,0.043669339135776,0.0115187349782922
"168","L2",8.125,8.70833333333333,20,TRUE,5,"ON","F1",191,8,7.125,8.125,0,0
"169","L2",8.20833333333333,8.70833333333333,20,TRUE,5,"NB2","F1",156,9,7.20833333333333,8.20833333333333,0.0186896724688555,0.00533523938793351
"170","L2",8.20833333333333,8.79166666666667,20,TRUE,5,"IN","F1",96,9,7.20833333333333,8.20833333333333,0,0
"171","L2",8.91666666666667,1.04166666666667,20,TRUE,35,"QC","F1",221,2,7.91666666666667,8.91666666666667,0.068230593266589,0
"172","L2",8.95833333333333,0.997916666666667,20,TRUE,30,"ON","F1",181,1,7.95833333333333,8.95833333333333,0.16957098312027,0.0649617730726578
"173","L2",8.95833333333333,8.875,20,TRUE,5,"QC","F1",226,3,7.95833333333333,8.95833333333333,0,0
"174","L2",9,0,15,FALSE,15,"AB","F1",41,4,8,9,0.125,0.111111111111111
"175","L2",9,0,15,FALSE,15,"NB2","F1",131,2,8,9,0.125,0.111111111111111
"176","L2",9,0,15,FALSE,15,"ON","F1",166,2,8,9,0.125,0.111111111111111
"177","L2",9,0,20,FALSE,20,"IN","F1",76,12,8,9,0.125,0.111111111111111
"178","L2",9,0,20,FALSE,20,"NB2","F1",136,15,8,9,0.125,0.111111111111111
"179","L2",9,0,20,FALSE,20,"ON","F1",171,6,8,9,0.125,0.111111111111111
"180","L2",9,0,20,FALSE,20,"QC","F1",206,13,8,9,0.125,0.111111111111111
"181","L2",9,0,25,FALSE,25,"QC","F1",211,1,8,9,0.125,0.111111111111111
"182","L2",9.04166666666667,0.833333333333333,20,TRUE,35,"AB","F1",61,1,8.04166666666667,9.04166666666667,0.0621131272588298,0
"183","L2",9.04166666666667,0.875,20,TRUE,35,"NB2","F1",151,3,8.04166666666667,9.04166666666667,0.123569993825608,0
"184","L2",9.04166666666667,3.75,20,TRUE,10,"QC","F1",196,1,8.04166666666667,9.04166666666667,0.0125566923241378,0
"185","L2",9.06805555555556,0.984027777777778,20,TRUE,35,"ON","F1",186,2,8.06805555555556,9.06805555555556,0.11446282237905,0.00269560843205011
"186","L2",9.125,3.66666666666667,20,TRUE,10,"NB2","F1",126,7,8.125,9.125,0.0390645027793926,0.0103041007253247
"187","L2",9.16666666666667,8.70833333333333,20,TRUE,5,"NB2","F1",156,1,8.16666666666667,9.16666666666667,0.0168176962234248,0.0048007831611801
"188","L2",9.25,0.75,20,TRUE,30,"IN","F1",86,2,8.25,9.25,0,0
"189","L2",9.25,8.79166666666667,20,TRUE,5,"IN","F1",96,5,8.25,9.25,0,0
"190","L2",9.25,8.83333333333333,20,TRUE,5,"ON","F1",191,1,8.25,9.25,0,0
"191","L2",9.29166666666667,0.916666666666667,20,TRUE,30,"NB2","F1",146,4,8.29166666666667,9.29166666666667,0.20625861496567,0.0995684098531074
"192","L2",9.91666666666667,1.04166666666667,20,TRUE,35,"QC","F1",221,1,8.91666666666667,9.91666666666667,0.0610653073568976,0
"193","L2",9.95833333333333,8.875,20,TRUE,5,"QC","F1",226,3,8.95833333333333,9.95833333333333,0,0
"194","L2",10,0,15,FALSE,15,"AB","F1",41,4,9,10,0.111111111111111,0.1
"195","L2",10,0,15,FALSE,15,"IN","F1",71,3,9,10,0.111111111111111,0.1
"196","L2",10,0,15,FALSE,15,"NB2","F1",131,3,9,10,0.111111111111111,0.1
"197","L2",10,0,15,FALSE,15,"ON","F1",166,8,9,10,0.111111111111111,0.1
"198","L2",10,0,15,FALSE,15,"QC","F1",201,2,9,10,0.111111111111111,0.1
"199","L2",10,0,20,FALSE,20,"AB","F1",46,1,9,10,0.111111111111111,0.1
"200","L2",10,0,20,FALSE,20,"IN","F1",76,3,9,10,0.111111111111111,0.1
"201","L2",10,0,20,FALSE,20,"NB2","F1",136,6,9,10,0.111111111111111,0.1
"202","L2",10,0,20,FALSE,20,"ON","F1",171,4,9,10,0.111111111111111,0.1
"203","L2",10,0,20,FALSE,20,"QC","F1",206,3,9,10,0.111111111111111,0.1
"204","L2",10,0,25,FALSE,25,"AB","F1",51,1,9,10,0.111111111111111,0.1
"205","L2",10,0,25,FALSE,25,"NB2","F1",141,1,9,10,0.111111111111111,0.1
"206","L2",10.0347222222222,0.984027777777778,20,TRUE,35,"ON","F1",186,2,9.03472222222222,10.0347222222222,0.103462776778734,0.00243655719991962
"207","L2",10.0833333333333,0.916666666666667,20,TRUE,30,"NB2","F1",146,1,9.08333333333333,10.0833333333333,0.191436555522305,0.0924132804525361
"208","L2",10.125,3.66666666666667,20,TRUE,10,"NB2","F1",126,2,9.125,10.125,0.0353381699977627,0.00932119404448475
"209","L2",10.1423611111111,0.997916666666667,20,TRUE,30,"ON","F1",181,1,9.14236111111111,10.1423611111111,0.150917245432185,0.0578156234114562
"210","L2",10.2083333333333,0.875,20,TRUE,35,"NB2","F1",151,1,9.20833333333333,10.2083333333333,0.109412907418777,0
"211","L2",10.25,0.75,20,TRUE,30,"IN","F1",86,1,9.25,10.25,0,0
"212","L2",10.25,3.79166666666667,20,TRUE,10,"ON","F1",161,2,9.25,10.25,0.0134447883972107,0
"213","L2",10.25,8.70833333333333,20,TRUE,5,"ON","F1",191,7,9.25,10.25,0,0
"214","L2",11,0,15,FALSE,15,"AB","F1",41,6,10,11,0.1,0.0909090909090909
"215","L2",11,0,15,FALSE,15,"IN","F1",71,2,10,11,0.1,0.0909090909090909
"216","L2",11,0,15,FALSE,15,"NB2","F1",131,5,10,11,0.1,0.0909090909090909
"217","L2",11,0,15,FALSE,15,"ON","F1",166,3,10,11,0.1,0.0909090909090909
"218","L2",11,0,15,FALSE,15,"QC","F1",201,5,10,11,0.1,0.0909090909090909
"219","L2",11,0,20,FALSE,20,"IN","F1",76,3,10,11,0.1,0.0909090909090909
"220","L2",11,0,20,FALSE,20,"NB2","F1",136,1,10,11,0.1,0.0909090909090909
"221","L2",11,0,20,FALSE,20,"ON","F1",171,5,10,11,0.1,0.0909090909090909
"222","L2",11,0,20,FALSE,20,"QC","F1",206,6,10,11,0.1,0.0909090909090909
"223","L2",11.0125,0.984027777777778,20,TRUE,35,"ON","F1",186,1,10.0125,11.0125,0.0942965757664004,0.00222069291998702
"224","L2",11.0416666666667,0.875,20,TRUE,35,"NB2","F1",151,1,10.0416666666667,11.0416666666667,0.101136519714702,0
"225","L2",11.1666666666667,8.79166666666667,20,TRUE,5,"IN","F1",96,1,10.1666666666667,11.1666666666667,0,0
"226","L2",11.2916666666667,8.83333333333333,20,TRUE,5,"ON","F1",191,1,10.2916666666667,11.2916666666667,0,0
"227","L2",12,0,15,FALSE,15,"AB","F1",41,3,11,12,0.0909090909090909,0.0833333333333333
"228","L2",12,0,15,FALSE,15,"NB2","F1",131,6,11,12,0.0909090909090909,0.0833333333333333
"229","L2",12,0,15,FALSE,15,"ON","F1",166,2,11,12,0.0909090909090909,0.0833333333333333
"230","L2",12,0,15,FALSE,15,"QC","F1",201,5,11,12,0.0909090909090909,0.0833333333333333
"231","L2",12,0,20,FALSE,20,"QC","F1",206,2,11,12,0.0909090909090909,0.0833333333333333
"232","L2",12.0416666666667,0.916666666666667,20,TRUE,35,"IN","F1",91,1,11.0416666666667,12.0416666666667,0.0400580870750699,0
"233","L2",12.1666666666667,3.75,20,TRUE,10,"QC","F1",196,1,11.1666666666667,12.1666666666667,0.00916344387856683,0
"234","L2",13,0,15,FALSE,15,"AB","F1",41,6,12,13,0.0833333333333333,0.0769230769230769
