"rho","HA","TL","HL","TH","HH","s_eps","s_upsilon","upsilon.1.","upsilon.2.","upsilon.3.","upsilon.4.","upsilon.5.","upsilon.6.","upsilon.7."
0.288218236961638,0.8966131141523,284.920212733132,5.45385537493889,307.598444601818,18.2442065759183,0.174715731718159,0.080944727832051,-0.792668277087768,1.3899040866374,0.888995853556698,1.20015811406546,-0.0464098571196971,-1.54223836924463,-1.65594706196969
0.300247464177229,0.8966131141523,284.920212733132,5.45385537493889,307.598444601818,18.2442065759183,0.156350800675472,0.0863389713670244,-1.29986088867209,-1.05981080787981,0.00474311790634475,0.0574155294958725,-1.04106997089891,3.66345392708113,-0.345710083640468
0.327623032057223,0.8966131141523,284.920212733132,5.45385537493889,307.598444601818,18.2442065759183,0.135235594538581,0.0880485632764808,-0.565463711408111,-0.0584772438410452,-0.617872524743565,0.315346279706181,0.56512488865915,0.534079237269399,-0.0703458129736373
0.291092177706304,0.8966131141523,284.920212733132,5.45385537493889,307.598444601818,18.2442065759183,0.162312751264471,0.0790855080116779,2.10323594459774,0.365832532037776,-0.388667421908087,0.248379686311803,0.642203812248168,1.52205519194779,-0.430461557189202
0.175030017653451,0.8966131141523,284.920212733132,5.45385537493889,307.598444601818,18.2442065759183,0.208022179128698,0.0892975243030272,1.54504735293442,-0.509756023699876,0.109776359919204,0.552549148139092,-0.309792019675762,-0.159372044882608,1.87486135553895
0.23898432837528,0.873901566969139,284.409210048509,6.01701266103611,307.655564370143,11.7749998334529,0.195456062208087,0.0816468545796683,-1.05585088860848,0.507638102814787,0.417911924556549,0.708968492005622,-0.476651103147374,-2.14445809406713,-0.519019692847705
0.2445802738544,0.873901566969139,284.409210048509,6.01701266103611,307.655564370143,11.7749998334529,0.143783128844178,0.0824406181319503,0.576106168812697,-1.13676151386145,-1.02941041362348,-0.286006094865585,-1.18756906169919,3.31915159375317,-0.114031577322735
0.259236384331143,0.873901566969139,284.409210048509,6.01701266103611,307.655564370143,11.7749998334529,0.142359954883117,0.0796383015815696,0.849477620526828,1.10169696201179,-1.11008463488142,-0.757436215357018,-0.536913232956919,-1.78881174459064,0.290633223916978
0.234830558826309,0.873901566969139,284.409210048509,6.01701266103611,307.655564370143,11.7749998334529,0.14566676418621,0.0843407345924343,-2.15722850578727,1.21555869925581,0.0564346339789018,-0.376017975785891,-0.301949194833565,-0.135869827195397,-0.0169664221143318
0.144131976416432,0.873901566969139,284.409210048509,6.01701266103611,307.655564370143,11.7749998334529,0.203216994269146,0.0852513641316039,-1.68738306536413,0.76318293296026,0.140398797780636,0.0283140049508299,-0.849624081893093,-1.17485770085326,2.51087878823484
0.342514164486116,0.86044991069063,284.744220910036,4.95905775882755,307.792479108056,25.5277104496558,0.17734929276726,0.0910359980621271,0.128250013471072,0.260598305481739,1.55039887794152,2.50132013337681,1.14784489659286,-1.02756550050848,-2.91664039882121
0.30778385073018,0.86044991069063,284.744220910036,4.95905775882755,307.792479108056,25.5277104496558,0.157186254637963,0.0838559872409525,-0.398057516769756,-0.298393191308875,-1.10168718730858,-0.540521146989289,-1.57221644369764,3.75728193235004,-1.69076983029122
0.332965475311092,0.86044991069063,284.744220910036,4.95905775882755,307.792479108056,25.5277104496558,0.134809888557886,0.0829611919347589,-1.18737250598121,0.247136447349034,-1.56876713981538,-0.267478465258762,0.0635632325581839,-0.814541143182011,-0.91788990688672
0.272760901902416,0.86044991069063,284.744220910036,4.95905775882755,307.792479108056,25.5277104496558,0.168049803388013,0.0824996268317552,2.99586667699335,0.993696415352266,-1.52304057483916,-1.9654611901067,-1.16475368083662,0.126773797886574,-0.202555457533924
0.17294671227665,0.86044991069063,284.744220910036,4.95905775882755,307.792479108056,25.5277104496558,0.208557650901286,0.0857009517103459,2.16383418735481,-2.65222304136504,-0.934890946365919,-0.381512684771898,-1.55681158329366,-1.4511630961079,1.68424596894867
0.289351922633366,0.812143220612691,284.965971764811,5.87343087058623,307.865203626996,28.5791521622976,0.185517191405934,0.0775808378267497,-0.978487112980678,0.651668723055312,0.794498485478328,0.939080698467662,-0.897673909154452,-2.51697437586683,-0.0764216815440808
0.306819433144497,0.812143220612691,284.965971764811,5.87343087058623,307.865203626996,28.5791521622976,0.14461327046259,0.0874745963154188,1.21205639878728,-1.33813413799239,-0.131817495067911,0.0636896589122574,-1.20959829548009,3.20099383711146,-0.00467793883791749
0.348589254449533,0.812143220612691,284.965971764811,5.87343087058623,307.865203626996,28.5791521622976,0.143817222337761,0.0804064633178581,1.36226313846602,1.78338179157732,0.373705065969813,0.635666475330376,0.599989405724005,-0.768284419329585,0.798276349502556
0.261228122922918,0.812143220612691,284.965971764811,5.87343087058623,307.865203626996,28.5791521622976,0.145228832694715,0.0815255370982472,-2.40311666632242,0.92583815598954,-0.73345930717287,-1.70780020075535,-1.32680475399935,-0.509811376091216,-0.958328371015422
