"dev.low","dev.high","base","date"
0.885000451094062,1.16849687665946,0.25,2020-05-22
1.00680202548895,1.00680202548895,0.5,2020-05-22
0.724729383710213,1.88505592541877,0.005,2020-05-23
0.817775180105822,1.70298458025022,0.025,2020-05-23
0.869341005829187,1.61639846907507,0.05,2020-05-23
1.05974242769438,1.38005334427496,0.25,2020-05-23
1.21410123565885,1.21410123565885,0.5,2020-05-23
0.808758106434217,2.09622957252763,0.005,2020-05-24
0.911281121147275,1.92991917972149,0.025,2020-05-24
0.968158649160205,1.83345454467296,0.05,2020-05-24
1.23380027751123,1.56871482281912,0.25,2020-05-24
1.39374326511823,1.39374326511823,0.5,2020-05-24
0.932474558502466,2.39931205215765,0.005,2020-05-25
1.07293024705981,2.21634624805645,0.025,2020-05-25
1.16262244197773,2.10715582758555,0.05,2020-05-25
1.45339812574332,1.81671798632411,0.25,2020-05-25
1.62679046243021,1.62679046243021,0.5,2020-05-25
1.0675886018869,2.67178523771857,0.005,2020-05-26
1.28086225242389,2.46517232885067,0.025,2020-05-26
1.37330212686156,2.35339879697571,0.05,2020-05-26
1.65886271331788,2.05166667641508,0.25,2020-05-26
1.84787845971257,1.84787845971257,0.5,2020-05-26
1.3227956189586,3.02944666151456,0.005,2020-05-27
1.52217255457239,2.81609036648646,0.025,2020-05-27
1.61679620704599,2.69892423611607,0.05,2020-05-27
1.90832468756642,2.37340343034598,0.25,2020-05-27
2.13173330811108,2.13173330811108,0.5,2020-05-27
1.50256703738686,3.22391692757962,0.005,2020-05-28
1.69664665439009,3.0378399755467,0.025,2020-05-28
1.79357966024236,2.93952451319104,0.05,2020-05-28
2.10654194553817,2.59312292730543,0.25,2020-05-28
2.34575588886768,2.34575588886768,0.5,2020-05-28
1.56032764502112,3.28294107866155,0.005,2020-05-29
1.75439354525559,3.09341837582171,0.025,2020-05-29
1.85172058720312,3.00346019308387,0.05,2020-05-29
2.1772090570513,2.66651648945098,0.25,2020-05-29
2.41731391663506,2.41731391663506,0.5,2020-05-29
1.56649997996617,3.29024933726918,0.005,2020-05-30
1.760472588341,3.10025476609729,0.025,2020-05-30
1.85787868008235,3.01017103556104,0.05,2020-05-30
2.18703554378184,2.67661333310945,0.25,2020-05-30
2.42720180148517,2.42720180148517,0.5,2020-05-30
1.58631699656088,3.31390261051294,0.005,2020-05-31
1.78042273815361,3.12236599065564,0.025,2020-05-31
1.87811508149156,3.03129178154898,0.05,2020-05-31
2.21478453931385,2.70551964957026,0.25,2020-05-31
2.45530401704584,2.45530401704584,0.5,2020-05-31
1.68146309556718,3.43970643562096,0.005,2020-06-01
1.87565384866946,3.23981221048159,0.025,2020-06-01
1.97436886671458,3.14668481828924,0.05,2020-06-01
2.34002076067685,2.83724000576462,0.25,2020-06-01
2.58293882885881,2.58293882885881,0.5,2020-06-01
1.75481308718952,3.53816433357482,0.005,2020-06-02
1.9492755646861,3.33257900867705,0.025,2020-06-02
2.06734843607446,3.23681321878944,0.05,2020-06-02
2.43975891186241,2.94367660427142,0.25,2020-06-02
2.68514193329951,2.68514193329951,0.5,2020-06-02
1.81425721652017,3.61351785065613,0.005,2020-06-03
2.01209864248802,3.40310070916354,0.025,2020-06-03
2.14687402931021,3.30416259214491,0.05,2020-06-03
2.51868762732885,3.01334869713203,0.25,2020-06-03
2.76680460772557,2.76680460772557,0.5,2020-06-03
1.92478222533664,3.78911499143733,0.005,2020-06-04
2.16900700365767,3.56538480243641,0.025,2020-06-04
2.30071630796194,3.45980931218152,0.05,2020-06-04
2.67284934489845,3.15730762635686,0.25,2020-06-04
2.92664836558546,2.92664836558546,0.5,2020-06-04
2.04385268478962,3.9530206296656,0.005,2020-06-05
2.31780192251379,3.72005994035163,0.025,2020-06-05
2.44938917412772,3.60797247337465,0.05,2020-06-05
2.82297601381571,3.29061873689151,0.25,2020-06-05
3.05985113163041,3.05985113163041,0.5,2020-06-05
2.08086589545249,3.97432236815359,0.005,2020-06-06
2.35269902000921,3.75173204340216,0.025,2020-06-06
2.48441300113469,3.63806503195698,0.05,2020-06-06
2.85850039012755,3.31749383405821,0.25,2020-06-06
3.08679885627299,3.08679885627299,0.5,2020-06-06
2.12190299465207,3.99413641995298,0.005,2020-06-07
2.39182688269179,3.79037375344334,0.025,2020-06-07
2.52281871664354,3.67493805485467,0.05,2020-06-07
2.89810574402955,3.3504028216949,0.25,2020-06-07
3.11933108462747,3.11933108462747,0.5,2020-06-07
2.18931097192178,4.02955505639252,0.005,2020-06-08
2.45586285104196,3.8585493402334,0.025,2020-06-08
2.58677028656837,3.74006705764185,0.05,2020-06-08
2.96372807816656,3.40846398916133,0.25,2020-06-08
3.17677277296779,3.17677277296779,0.5,2020-06-08
2.29052636625912,4.08761569085411,0.005,2020-06-09
2.55300658404141,3.96672369425131,0.025,2020-06-09
2.68284904521889,3.84755017990359,0.05,2020-06-09
3.05568607438833,3.50369465744132,0.25,2020-06-09
3.27028861771319,3.27028861771319,0.5,2020-06-09
2.49241591807804,4.2087578521821,0.005,2020-06-10
2.7523408934962,4.07816016042034,0.025,2020-06-10
2.88049877082991,4.01657821793493,0.05,2020-06-10
3.2414072736389,3.70213735807447,0.25,2020-06-10
3.46269722850948,3.46269722850948,0.5,2020-06-10
2.53814420121409,4.23017705314176,0.005,2020-06-11
2.79722583446501,4.09775574197453,0.025,2020-06-11
2.92472031259715,4.03582243528301,0.05,2020-06-11
3.27497175505537,3.73879170561988,0.25,2020-06-11
3.49765328967968,3.49765328967968,0.5,2020-06-11
2.56229531336876,4.24491230298574,0.005,2020-06-12
2.82093809331157,4.11094776440184,0.025,2020-06-12
2.94836249645388,4.04877850890491,0.05,2020-06-12
3.2945595223484,3.76037462385314,0.25,2020-06-12
3.51821497657244,3.51821497657244,0.5,2020-06-12
2.63571971857904,4.29366038779567,0.005,2020-06-13
2.89366184817652,4.15417219753719,0.025,2020-06-13
3.01348824119441,4.09075169148226,0.05,2020-06-13
3.36325548439727,3.83601860388607,0.25,2020-06-13
3.59016786155409,3.59016786155409,0.5,2020-06-13
2.75146735119885,4.37380538684094,0.005,2020-06-14
3.00097162424,4.22615429533051,0.025,2020-06-14
3.12899811717844,4.15994587091792,0.05,2020-06-14
3.4734918669307,3.95826861614239,0.25,2020-06-14
3.70654027045281,3.70654027045281,0.5,2020-06-14
2.9170381388669,4.49706984918215,0.005,2020-06-15
3.16531811063586,4.33700066853045,0.025,2020-06-15
