"stage","time2","time1","temp2","transfer","temp1","province","generation","block","time2d","time2.orig","group_index","nobs","q5","q50","q95","in.predint"
"L5",4.208333,33.79167,20,TRUE,5,"ON","F1",194,2.208333,3.208333,3,1,3.192059317856,4.58499415358457,6.29111852406226,1
"L5",5.291667,33.83333,20,TRUE,5,"ON","F1",194,3.291667,4.291667,3,1,3.19186086448685,4.58498311829223,6.29111838885767,1
"L5",4.25,33.83333,20,TRUE,5,"ON","F1",194,2.25,3.25,3,1,3.19186086448685,4.58498311829223,6.29111838885767,1
"L5",4.25,33.75,20,TRUE,5,"ON","F1",194,2.25,3.25,3,1,3.19225781886158,4.58500519152581,6.29111865929931,1
"L5",4.25,33.75,20,TRUE,5,"ON","F1",194,2.25,3.25,3,1,3.19225781886158,4.58500519152581,6.29111865929931,1
"L5",5.166667,33.79167,20,TRUE,5,"ON","F1",194,3.166667,4.166667,3,1,3.192059317856,4.58499415358457,6.29111852406226,1
"L5",4.208333,33.79167,20,TRUE,5,"ON","F1",194,2.208333,3.208333,3,1,3.192059317856,4.58499415358457,6.29111852406226,1
"L6",9.583333,31.75,20,TRUE,5,"ON","F1",195,7.583333,8.583333,3,1,6.35594875867369,8.93244494449769,12.4997468257617,1
"L6",15.58333,31.75,20,TRUE,5,"ON","F1",195,13.58333,14.58333,3,1,6.35594875867369,8.93244494449769,12.4997468257617,0
"L6",10.625,31.75,20,TRUE,5,"ON","F1",195,8.625,9.625,3,1,6.35594875867369,8.93244494449769,12.4997468257617,1
"L6",8.625,31.75,20,TRUE,5,"ON","F1",195,6.625,7.625,3,1,6.35594875867369,8.93244494449769,12.4997468257617,1
"L6",6.625,31.75,20,TRUE,5,"ON","F1",195,4.625,5.625,3,1,6.35594875867369,8.93244494449769,12.4997468257617,1
"L6",6.625,31.75,20,TRUE,5,"ON","F1",195,4.625,5.625,3,1,6.35594875867369,8.93244494449769,12.4997468257617,1
"L6",8.583333,31.75,20,TRUE,5,"ON","F1",195,6.583333,7.583333,3,1,6.35594875867369,8.93244494449769,12.4997468257617,1
"L2",5.166667,3.791667,20,TRUE,10,"ON","F1",161,4.166667,5.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",6.166667,3.791667,20,TRUE,10,"ON","F1",161,5.166667,6.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",10.25,3.791667,20,TRUE,10,"ON","F1",161,9.25,10.25,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",4,3.791667,20,TRUE,10,"ON","F1",161,3,4,3,1,4.08433921820736,6.3832731963523,9.48031577353057,0
"L2",6.166667,3.791667,20,TRUE,10,"ON","F1",161,5.166667,6.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",5.166667,3.791667,20,TRUE,10,"ON","F1",161,4.166667,5.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",6.166667,3.791667,20,TRUE,10,"ON","F1",161,5.166667,6.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",5.166667,3.791667,20,TRUE,10,"ON","F1",161,4.166667,5.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",5.166667,3.791667,20,TRUE,10,"ON","F1",161,4.166667,5.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",5.166667,3.791667,20,TRUE,10,"ON","F1",161,4.166667,5.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",6.166667,3.791667,20,TRUE,10,"ON","F1",161,5.166667,6.166667,3,1,4.08433921820736,6.3832731963523,9.48031577353057,1
"L2",7.041667,2.916667,20,TRUE,10,"ON","F1",161,6.041667,7.041667,3,1,4.24213259233424,6.46627090404323,9.49324640151634,1
"L2",6.166667,2.916667,20,TRUE,10,"ON","F1",161,5.166667,6.166667,3,1,4.24213259233424,6.46627090404323,9.49324640151634,1
"L2",7.041667,2.916667,20,TRUE,10,"ON","F1",161,6.041667,7.041667,3,1,4.24213259233424,6.46627090404323,9.49324640151634,1
"L2",7.041667,2.916667,20,TRUE,10,"ON","F1",161,6.041667,7.041667,3,1,4.24213259233424,6.46627090404323,9.49324640151634,1
"L3",3.208333,7.75,20,TRUE,10,"ON","F1",162,1.208333,2.208333,3,1,2.59613329508271,4.22553204953173,6.20969786626099,1
"L3",3.208333,7.833333,20,TRUE,10,"ON","F1",162,1.208333,2.208333,3,1,2.58948220567036,4.22276223312095,6.20926559245697,1
"L3",3.083333,7.666667,20,TRUE,10,"ON","F1",162,1.083333,2.083333,3,1,2.60278438449505,4.2283018659425,6.21013014006501,1
"L3",4.208333,7.916667,20,TRUE,10,"ON","F1",162,2.208333,3.208333,3,1,2.58283103644463,4.21999238347224,6.20883331346564,1
"L3",3.208333,7.833333,20,TRUE,10,"ON","F1",162,1.208333,2.208333,3,1,2.58948220567036,4.22276223312095,6.20926559245697,1
"L3",4.291667,7.75,20,TRUE,10,"ON","F1",162,2.291667,3.291667,3,1,2.59613329508271,4.22553204953173,6.20969786626099,1
"L3",3.208333,7.833333,20,TRUE,10,"ON","F1",162,1.208333,2.208333,3,1,2.58948220567036,4.22276223312095,6.20926559245697,1
"L3",4.291667,7.75,20,TRUE,10,"ON","F1",162,2.291667,3.291667,3,1,2.59613329508271,4.22553204953173,6.20969786626099,1
"L3",3.208333,7.75,20,TRUE,10,"ON","F1",162,1.208333,2.208333,3,1,2.59613329508271,4.22553204953173,6.20969786626099,1
"L3",4.291667,7.75,20,TRUE,10,"ON","F1",162,2.291667,3.291667,3,1,2.59613329508271,4.22553204953173,6.20969786626099,1
"L3",3.208333,7.833333,20,TRUE,10,"ON","F1",162,1.208333,2.208333,3,1,2.58948220567036,4.22276223312095,6.20926559245697,1
"L3",5.083333,7.958333,20,TRUE,10,"ON","F1",162,3.083333,4.083333,3,1,2.57950553164515,4.21860749188582,6.20861717915729,1
"L3",5.041667,7.833333,20,TRUE,10,"ON","F1",162,3.041667,4.041667,3,1,2.58948220567036,4.22276223312095,6.20926559245697,1
"L3",3.166667,7.958333,20,TRUE,10,"ON","F1",162,1.166667,2.166667,3,1,2.57950553164515,4.21860749188582,6.20861717915729,1
"L3",4.041667,7.958333,20,TRUE,10,"ON","F1",162,2.041667,3.041667,3,1,2.57950553164515,4.21860749188582,6.20861717915729,1
"L4",4.166667,5.916667,20,TRUE,10,"ON","F1",163,2.166667,3.166667,3,1,2.57874675691949,4.01152585858666,5.72357787266161,1
"L4",3.958333,5.875,20,TRUE,10,"ON","F1",163,1.958333,2.958333,3,1,2.58299250714338,4.0134459783342,5.72387854427547,1
"L4",4.208333,5.916667,20,TRUE,10,"ON","F1",163,2.208333,3.208333,3,1,2.57874675691949,4.01152585858666,5.72357787266161,1
"L4",4.166667,5.916667,20,TRUE,10,"ON","F1",163,2.166667,3.166667,3,1,2.57874675691949,4.01152585858666,5.72357787266161,1
"L4",3.125,5.875,20,TRUE,10,"ON","F1",163,1.125,2.125,3,1,2.58299250714338,4.0134459783342,5.72387854427547,1
"L4",3.958333,5.875,20,TRUE,10,"ON","F1",163,1.958333,2.958333,3,1,2.58299250714338,4.0134459783342,5.72387854427547,1
"L4",4.916667,5.875,20,TRUE,10,"ON","F1",163,2.916667,3.916667,3,1,2.58299250714338,4.0134459783342,5.72387854427547,1
"L4",3.958333,5.875,20,TRUE,10,"ON","F1",163,1.958333,2.958333,3,1,2.58299250714338,4.0134459783342,5.72387854427547,1
"L4",5,5.916667,20,TRUE,10,"ON","F1",163,3,4,3,1,2.57874675691949,4.01152585858666,5.72357787266161,1
"L4",3.958333,5.875,20,TRUE,10,"ON","F1",163,1.958333,2.958333,3,1,2.58299250714338,4.0134459783342,5.72387854427547,1
"L4",2.125,5.875,20,TRUE,10,"ON","F1",163,0.125,1.125,3,1,2.58299250714338,4.0134459783342,5.72387854427547,0
"L4",4.083333,5.833333,20,TRUE,10,"ON","F1",163,2.083333,3.083333,3,1,2.58723825736727,4.01536609808174,5.72417921588932,1
"L4",4.125,5.875,20,TRUE,10,"ON","F1",163,2.125,3.125,3,1,2.58299250714338,4.0134459783342,5.72387854427547,1
"L4",4.083333,5.75,20,TRUE,10,"ON","F1",163,2.083333,3.083333,3,1,2.59572965591787,4.01920629149432,5.72478055190097,1
"L4",3.083333,5.875,20,TRUE,10,"ON","F1",163,1.083333,2.083333,3,1,2.58299250714338,4.0134459783342,5.72387854427547,1
"L5",5.208333,5.708333,20,TRUE,10,"ON","F1",164,3.208333,4.208333,3,1,2.86893409716889,4.40234419565073,6.26472580279471,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L5",5.083333,5.833333,20,TRUE,10,"ON","F1",164,3.083333,4.083333,3,1,2.85833343944676,4.39814855278356,6.26414545845973,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,3,1,2.86893409716889,4.40234419565073,6.26472580279471,1
"L5",4.291667,5.708333,20,TRUE,10,"ON","F1",164,2.291667,3.291667,3,1,2.86893409716889,4.40234419565073,6.26472580279471,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L5",6.083333,5.875,20,TRUE,10,"ON","F1",164,4.083333,5.083333,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L5",4.208333,5.875,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L5",4.083333,5.708333,20,TRUE,10,"ON","F1",164,2.083333,3.083333,3,1,2.86893409716889,4.40234419565073,6.26472580279471,1
"L5",4.208333,5.916667,20,TRUE,10,"ON","F1",164,2.208333,3.208333,3,1,2.85126627776182,4.39535143516201,6.26375855914124,1
"L5",5.208333,5.875,20,TRUE,10,"ON","F1",164,3.208333,4.208333,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L5",4.083333,5.875,20,TRUE,10,"ON","F1",164,2.083333,3.083333,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L5",5.125,5.875,20,TRUE,10,"ON","F1",164,3.125,4.125,3,1,2.85479985860429,4.39674999397278,6.26395200880049,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1,5.82782382704248,8.73098426184449,12.4693876027749,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,3,1,5.82782382704248,8.73098426184449,12.4693876027749,1
"L6",5.625,9.875,20,TRUE,10,"ON","F1",165,3.625,4.625,3,1,5.82309279088798,8.72925674377557,12.4691290724664,0
"L6",8.5,9.833333,20,TRUE,10,"ON","F1",165,6.5,7.5,3,1,5.82545833735156,8.73012051317518,12.4692583391718,1
"L6",6.5,9.833333,20,TRUE,10,"ON","F1",165,4.5,5.5,3,1,5.82545833735156,8.73012051317518,12.4692583391718,1
"L6",5.625,9.791667,20,TRUE,10,"ON","F1",165,3.625,4.625,3,1,5.82782382704248,8.73098426184449,12.4693876027749,0
"L6",5.625,9.958333,20,TRUE,10,"ON","F1",165,3.625,4.625,3,1,5.81836175473348,8.72752922570666,12.4688705421578,0
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1,5.82782382704248,8.73098426184449,12.4693876027749,1
"L6",9.625,9.916667,20,TRUE,10,"ON","F1",165,7.625,8.625,3,1,5.8207272444244,8.72839297437596,12.4689998057609,1
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1,5.82782382704248,8.73098426184449,12.4693876027749,1
"L6",5.625,9.916667,20,TRUE,10,"ON","F1",165,3.625,4.625,3,1,5.8207272444244,8.72839297437596,12.4689998057609,0
"L6",6.625,9.791667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1,5.82782382704248,8.73098426184449,12.4693876027749,1
"L6",7.625,9.791667,20,TRUE,10,"ON","F1",165,5.625,6.625,3,1,5.82782382704248,8.73098426184449,12.4693876027749,1
"L6",7.625,9.958333,20,TRUE,10,"ON","F1",165,5.625,6.625,3,1,5.81836175473348,8.72752922570666,12.4688705421578,1
"L6",6.625,9.916667,20,TRUE,10,"ON","F1",165,4.625,5.625,3,1,5.8207272444244,8.72839297437596,12.4689998057609,1
"L2",10,0,15,FALSE,15,"ON","F1",166,9,10,3,1,7.35363671767734,10.4876036628173,14.9594778830831,1
"L2",10,0,15,FALSE,15,"ON","F1",166,9,10,3,1,7.35363671767734,10.4876036628173,14.9594778830831,1
"L3",8,0,15,FALSE,15,"ON","F1",167,6,7,3,1,5.65933314782489,7.96468152100258,11.2110727615135,1
"L3",8,0,15,FALSE,15,"ON","F1",167,6,7,3,1,5.65933314782489,7.96468152100258,11.2110727615135,1
"L4",6.958333,0,15,FALSE,15,"ON","F1",168,4.958333,5.958333,3,1,5.16013302891568,7.00816677530377,9.51117904926989,1
"L4",8.958333,0,15,FALSE,15,"ON","F1",168,6.958333,7.958333,3,1,5.16013302891568,7.00816677530377,9.51117904926989,1
"L5",9,0,15,FALSE,15,"ON","F1",169,7,8,3,1,6.16860746123065,8.5233673933499,11.7718954581549,1
"L5",10,0,15,FALSE,15,"ON","F1",169,8,9,3,1,6.16860746123065,8.5233673933499,11.7718954581549,1
"L6",16,0,15,FALSE,15,"ON","F1",170,14,15,3,1,10.6151314271046,14.9828482594505,21.1424648601029,1
"L6",16,0,15,FALSE,15,"ON","F1",170,14,15,3,1,10.6151314271046,14.9828482594505,21.1424648601029,1
"L2",8,0,20,FALSE,20,"ON","F1",171,7,8,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",7,0,20,FALSE,20,"ON","F1",171,6,7,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",7,0,20,FALSE,20,"ON","F1",171,6,7,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",9,0,20,FALSE,20,"ON","F1",171,8,9,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",9,0,20,FALSE,20,"ON","F1",171,8,9,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",11,0,20,FALSE,20,"ON","F1",171,10,11,3,1,4.76811056620227,6.74292996129785,9.53634849972819,0
"L2",7,0,20,FALSE,20,"ON","F1",171,6,7,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",7,0,20,FALSE,20,"ON","F1",171,6,7,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",7,0,20,FALSE,20,"ON","F1",171,6,7,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",8,0,20,FALSE,20,"ON","F1",171,7,8,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",7,0,20,FALSE,20,"ON","F1",171,6,7,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L2",10,0,20,FALSE,20,"ON","F1",171,9,10,3,1,4.76811056620227,6.74292996129785,9.53634849972819,1
"L3",5,0,20,FALSE,20,"ON","F1",172,3,4,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",6,0,20,FALSE,20,"ON","F1",172,4,5,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",7,0,20,FALSE,20,"ON","F1",172,5,6,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",6,0,20,FALSE,20,"ON","F1",172,4,5,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",7,0,20,FALSE,20,"ON","F1",172,5,6,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",5,0,20,FALSE,20,"ON","F1",172,3,4,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",5,0,20,FALSE,20,"ON","F1",172,3,4,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",5,0,20,FALSE,20,"ON","F1",172,3,4,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",7,0,20,FALSE,20,"ON","F1",172,5,6,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",6,0,20,FALSE,20,"ON","F1",172,4,5,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",7,0,20,FALSE,20,"ON","F1",172,5,6,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L3",7,0,20,FALSE,20,"ON","F1",172,5,6,3,1,3.21468708464588,4.48312600610975,6.24989949084127,1
"L4",5,0,20,FALSE,20,"ON","F1",173,3,4,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",7,0,20,FALSE,20,"ON","F1",173,5,6,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",6,0,20,FALSE,20,"ON","F1",173,4,5,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",6,0,20,FALSE,20,"ON","F1",173,4,5,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",5,0,20,FALSE,20,"ON","F1",173,3,4,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",5,0,20,FALSE,20,"ON","F1",173,3,4,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",5,0,20,FALSE,20,"ON","F1",173,3,4,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",5,0,20,FALSE,20,"ON","F1",173,3,4,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",6,0,20,FALSE,20,"ON","F1",173,4,5,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",7,0,20,FALSE,20,"ON","F1",173,5,6,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L4",8,0,20,FALSE,20,"ON","F1",173,6,7,3,1,3.18163849954437,4.28418069685967,5.76627290267431,0
"L4",4,0,20,FALSE,20,"ON","F1",173,2,3,3,1,3.18163849954437,4.28418069685967,5.76627290267431,1
"L5",6,0,20,FALSE,20,"ON","F1",174,4,5,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",5,0,20,FALSE,20,"ON","F1",174,3,4,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",6,0,20,FALSE,20,"ON","F1",174,4,5,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",5,0,20,FALSE,20,"ON","F1",174,3,4,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",7,0,20,FALSE,20,"ON","F1",174,5,6,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",6,0,20,FALSE,20,"ON","F1",174,4,5,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",5,0,20,FALSE,20,"ON","F1",174,3,4,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",5,0,20,FALSE,20,"ON","F1",174,3,4,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",7,0,20,FALSE,20,"ON","F1",174,5,6,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",7,0,20,FALSE,20,"ON","F1",174,5,6,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",6,0,20,FALSE,20,"ON","F1",174,4,5,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L5",6,0,20,FALSE,20,"ON","F1",174,4,5,3,1,3.35303077154468,4.59394520872997,6.29122819254448,1
"L6",9,0,20,FALSE,20,"ON","F1",175,7,8,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",11,0,20,FALSE,20,"ON","F1",175,9,10,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",12,0,20,FALSE,20,"ON","F1",175,10,11,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",9,0,20,FALSE,20,"ON","F1",175,7,8,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",9,0,20,FALSE,20,"ON","F1",175,7,8,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",9,0,20,FALSE,20,"ON","F1",175,7,8,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",9,0,20,FALSE,20,"ON","F1",175,7,8,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",9,0,20,FALSE,20,"ON","F1",175,7,8,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",11,0,20,FALSE,20,"ON","F1",175,9,10,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",13,0,20,FALSE,20,"ON","F1",175,11,12,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",11,0,20,FALSE,20,"ON","F1",175,9,10,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L6",9,0,20,FALSE,20,"ON","F1",175,7,8,3,1,6.38372281771637,8.93396845378873,12.499765036575,1
"L2",4,0,25,FALSE,25,"ON","F1",176,3,4,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L2",4,0,25,FALSE,25,"ON","F1",176,3,4,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L2",5,0,25,FALSE,25,"ON","F1",176,4,5,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L2",4,0,25,FALSE,25,"ON","F1",176,3,4,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L2",4,0,25,FALSE,25,"ON","F1",176,3,4,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L2",4,0,25,FALSE,25,"ON","F1",176,3,4,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L2",5,0,25,FALSE,25,"ON","F1",176,4,5,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L2",4,0,25,FALSE,25,"ON","F1",176,3,4,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L2",4,0,25,FALSE,25,"ON","F1",176,3,4,3,1,2.98817191254779,4.22800275299739,5.98248175488489,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1,2.02715790378216,2.83210082322058,3.95468596424589,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L4",5,0,25,FALSE,25,"ON","F1",178,3,4,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1,2.0777165160434,2.80459330923886,3.78290423103001,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,3,1,2.50930365046336,3.44220380304566,4.71800510931056,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,3,1,2.50930365046336,3.44220380304566,4.71800510931056,1
"L5",7,0,25,FALSE,25,"ON","F1",179,5,6,3,1,2.50930365046336,3.44220380304566,4.71800510931056,0
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,3,1,2.50930365046336,3.44220380304566,4.71800510931056,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,3,1,2.50930365046336,3.44220380304566,4.71800510931056,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,3,1,2.50930365046336,3.44220380304566,4.71800510931056,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,3,1,2.50930365046336,3.44220380304566,4.71800510931056,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,3,1,2.50930365046336,3.44220380304566,4.71800510931056,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,3,1,2.50930365046336,3.44220380304566,4.71800510931056,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,3,1,4.01045561591732,5.61681030982248,7.86609621292316,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1,4.3063120475946,6.62800371483253,9.53288618916778,0
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1,4.3063120475946,6.62800371483253,9.53288618916778,0
"L2",8.958333,0.9979167,20,TRUE,30,"ON","F1",181,7.958333,8.958333,3,1,4.3063120475946,6.62800371483253,9.53288618916778,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1,4.3063120475946,6.62800371483253,9.53288618916778,0
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,3,1,4.3063120475946,6.62800371483253,9.53288618916778,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1,4.3063120475946,6.62800371483253,9.53288618916778,0
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1,4.3063120475946,6.62800371483253,9.53288618916778,0
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1,4.3063120475946,6.62800371483253,9.53288618916778,0
"L2",6.885417,0.9979167,20,TRUE,30,"ON","F1",181,5.885417,6.885417,3,1,4.3063120475946,6.62800371483253,9.53288618916778,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,3,1,4.3063120475946,6.62800371483253,9.53288618916778,1
