"Rhat","ESS.bulk","ESS.tail","divergences","province"
1.00136272094253,5488.7349623132,4038.93095513576,0,"IPU"
1.00089931504264,4547.48786414181,2814.48086677679,0,"ON"
1.00094587833343,5137.04514721363,5701.36244509647,0,"AB"
1.00158114014018,4573.52281855019,4135.14607364165,0,"QC"
1.00139294484255,4667.4950462978,5868.6128725483,0,"IN"
1.00186192348712,4636.14681452312,4246.67592207307,0,"NB2"
