"","stage","time2","time1","temp2","transfer","temp1","province","generation","block","time2d","time2.orig","group_index","nobs","q5","q50","q95","in.predint"
"576","L2",4,0,25,FALSE,25,"ON","F1",176,3,4,2,1,0.501088135211678,Inf,Inf,1
"577","L2",4,0,25,FALSE,25,"ON","F1",176,3,4,2,1,0.501088135211678,Inf,Inf,1
"578","L2",4,0,25,FALSE,25,"ON","F1",176,3,4,2,1,0.501088135211678,Inf,Inf,1
"579","L2",6,0,25,FALSE,25,"ON","F1",176,5,6,2,1,0.501088135211678,Inf,Inf,1
"580","L3",5,0,25,FALSE,25,"ON","F1",177,3,4,2,1,0.435615225173321,Inf,Inf,1
"581","L3",3,0,25,FALSE,25,"ON","F1",177,1,2,2,1,0.435615225173321,Inf,Inf,1
"582","L3",3,0,25,FALSE,25,"ON","F1",177,1,2,2,1,0.435615225173321,Inf,Inf,1
"583","L3",5,0,25,FALSE,25,"ON","F1",177,3,4,2,1,0.435615225173321,Inf,Inf,1
"584","L3",3,0,25,FALSE,25,"ON","F1",177,1,2,2,1,0.435615225173321,Inf,Inf,1
"585","L3",4,0,25,FALSE,25,"ON","F1",177,2,3,2,1,0.435615225173321,Inf,Inf,1
"586","L3",3,0,25,FALSE,25,"ON","F1",177,1,2,2,1,0.435615225173321,Inf,Inf,1
"587","L3",4,0,25,FALSE,25,"ON","F1",177,2,3,2,1,0.435615225173321,Inf,Inf,1
"588","L3",5,0,25,FALSE,25,"ON","F1",177,3,4,2,1,0.435615225173321,Inf,Inf,1
"589","L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1,0.35953241938881,Inf,Inf,1
"590","L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1,0.35953241938881,Inf,Inf,1
"591","L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1,0.35953241938881,Inf,Inf,1
"592","L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1,0.35953241938881,Inf,Inf,1
"593","L4",5,0,25,FALSE,25,"ON","F1",178,3,4,2,1,0.35953241938881,Inf,Inf,1
"594","L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1,0.35953241938881,Inf,Inf,1
"595","L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1,0.35953241938881,Inf,Inf,1
"596","L4",5,0,25,FALSE,25,"ON","F1",178,3,4,2,1,0.35953241938881,Inf,Inf,1
"597","L4",3,0,25,FALSE,25,"ON","F1",178,1,2,2,1,0.35953241938881,Inf,Inf,1
"598","L5",5,0,25,FALSE,25,"ON","F1",179,3,4,2,1,0.391672543611329,Inf,Inf,1
"599","L5",7,0,25,FALSE,25,"ON","F1",179,5,6,2,1,0.391672543611329,Inf,Inf,1
"600","L5",4,0,25,FALSE,25,"ON","F1",179,2,3,2,1,0.391672543611329,Inf,Inf,1
"601","L5",7,0,25,FALSE,25,"ON","F1",179,5,6,2,1,0.391672543611329,Inf,Inf,1
"602","L5",4,0,25,FALSE,25,"ON","F1",179,2,3,2,1,0.391672543611329,Inf,Inf,1
"603","L5",5,0,25,FALSE,25,"ON","F1",179,3,4,2,1,0.391672543611329,Inf,Inf,1
"604","L5",3,0,25,FALSE,25,"ON","F1",179,1,2,2,1,0.391672543611329,Inf,Inf,1
"605","L5",5,0,25,FALSE,25,"ON","F1",179,3,4,2,1,0.391672543611329,Inf,Inf,1
"606","L5",4,0,25,FALSE,25,"ON","F1",179,2,3,2,1,0.391672543611329,Inf,Inf,1
"607","L6",8,0,25,FALSE,25,"ON","F1",180,6,7,2,1,0.756348111875675,Inf,Inf,1
"608","L6",6,0,25,FALSE,25,"ON","F1",180,4,5,2,1,0.756348111875675,Inf,Inf,1
"609","L6",8,0,25,FALSE,25,"ON","F1",180,6,7,2,1,0.756348111875675,Inf,Inf,1
"610","L6",6,0,25,FALSE,25,"ON","F1",180,4,5,2,1,0.756348111875675,Inf,Inf,1
"611","L6",8,0,25,FALSE,25,"ON","F1",180,6,7,2,1,0.756348111875675,Inf,Inf,1
"612","L6",6,0,25,FALSE,25,"ON","F1",180,4,5,2,1,0.756348111875675,Inf,Inf,1
"613","L6",7,0,25,FALSE,25,"ON","F1",180,5,6,2,1,0.756348111875675,Inf,Inf,1
"614","L6",8,0,25,FALSE,25,"ON","F1",180,6,7,2,1,0.756348111875675,Inf,Inf,1
"615","L6",9,0,25,FALSE,25,"ON","F1",180,7,8,2,1,0.756348111875675,Inf,Inf,1
"616","L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,2,1,0,Inf,Inf,1
"617","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"618","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"619","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"620","L2",2.940972,0.9979167,20,TRUE,30,"ON","F1",181,1.940972,2.940972,2,1,0,Inf,Inf,1
"621","L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,2,1,0,Inf,Inf,1
"622","L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,2,1,0,Inf,Inf,1
"623","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"624","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"625","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"626","L2",6.885417,0.9979167,20,TRUE,30,"ON","F1",181,5.885417,6.885417,2,1,0,Inf,Inf,1
"627","L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,2,1,0,Inf,Inf,1
"628","L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,2,1,0,Inf,Inf,1
"629","L2",2.940972,0.9979167,20,TRUE,30,"ON","F1",181,1.940972,2.940972,2,1,0,Inf,Inf,1
"630","L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,2,1,0,Inf,Inf,1
"631","L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,2,1,0,Inf,Inf,1
"632","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"633","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"634","L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1,0,Inf,Inf,1
"635","L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,2,1,0,Inf,Inf,1
"636","L3",2.998611,0.99375,20,TRUE,30,"ON","F1",182,0.9986111,1.998611,2,1,0,Inf,Inf,1
"637","L3",3.916667,1.503472,20,TRUE,30,"ON","F1",182,1.916667,2.916667,2,1,0,Inf,Inf,1
"638","L3",5.114583,1.503472,20,TRUE,30,"ON","F1",182,3.114583,4.114583,2,1,0,Inf,Inf,1
"639","L3",3.916667,1.503472,20,TRUE,30,"ON","F1",182,1.916667,2.916667,2,1,0,Inf,Inf,1
"640","L3",4.040278,0.9631944,20,TRUE,30,"ON","F1",182,2.040278,3.040278,2,1,0,Inf,Inf,1
"641","L3",4.998611,0.99375,20,TRUE,30,"ON","F1",182,2.998611,3.998611,2,1,0,Inf,Inf,1
"642","L3",4.256944,1.025694,20,TRUE,30,"ON","F1",182,2.256944,3.256944,2,1,0,Inf,Inf,1
"643","L3",5.114583,1.503472,20,TRUE,30,"ON","F1",182,3.114583,4.114583,2,1,0,Inf,Inf,1
"644","L3",5.114583,1.503472,20,TRUE,30,"ON","F1",182,3.114583,4.114583,2,1,0,Inf,Inf,1
"645","L3",5.114583,1.503472,20,TRUE,30,"ON","F1",182,3.114583,4.114583,2,1,0,Inf,Inf,1
"646","L3",3.994444,1.059028,20,TRUE,30,"ON","F1",182,1.994444,2.994444,2,1,0,Inf,Inf,1
"647","L3",4.256944,1.025694,20,TRUE,30,"ON","F1",182,2.256944,3.256944,2,1,0,Inf,Inf,1
"648","L3",4.998611,0.99375,20,TRUE,30,"ON","F1",182,2.998611,3.998611,2,1,0,Inf,Inf,1
"649","L3",4.040278,0.9631944,20,TRUE,30,"ON","F1",182,2.040278,3.040278,2,1,0,Inf,Inf,1
"650","L3",6.196528,0.99375,20,TRUE,30,"ON","F1",182,4.196528,5.196528,2,1,0,Inf,Inf,1
"651","L3",4.256944,1.025694,20,TRUE,30,"ON","F1",182,2.256944,3.256944,2,1,0,Inf,Inf,1
"652","L3",3.916667,1.503472,20,TRUE,30,"ON","F1",182,1.916667,2.916667,2,1,0,Inf,Inf,1
"653","L3",2.884028,1.503472,20,TRUE,30,"ON","F1",182,0.8840278,1.884028,2,1,0,Inf,Inf,1
"654","L3",3.916667,1.503472,20,TRUE,30,"ON","F1",182,1.916667,2.916667,2,1,0,Inf,Inf,1
"655","L3",4.998611,0.99375,20,TRUE,30,"ON","F1",182,2.998611,3.998611,2,1,0,Inf,Inf,1
"656","L4",3.229167,0.96875,20,TRUE,30,"ON","F1",183,1.229167,2.229167,2,1,0,Inf,Inf,1
"657","L4",2.868056,1.104167,20,TRUE,30,"ON","F1",183,0.8680556,1.868056,2,1,0,Inf,Inf,1
"658","L4",5.0625,0.8229167,20,TRUE,30,"ON","F1",183,3.0625,4.0625,2,1,0,Inf,Inf,1
"659","L4",5.979167,1.104167,20,TRUE,30,"ON","F1",183,3.979167,4.979167,2,1,0,Inf,Inf,1
"660","L4",3.229167,0.96875,20,TRUE,30,"ON","F1",183,1.229167,2.229167,2,1,0,Inf,Inf,1
"661","L4",1.890278,1.104167,20,TRUE,30,"ON","F1",183,0,0.8902778,2,1,0,Inf,Inf,1
"662","L4",1.951389,0.8229167,20,TRUE,30,"ON","F1",183,0,0.9513889,2,1,0,Inf,Inf,1
"663","L4",1.822917,0,30,FALSE,30,"ON","F1",183,0,0.8229167,2,1,0.247694440340776,Inf,Inf,1
"664","L4",3.895833,0.8229167,20,TRUE,30,"ON","F1",183,1.895833,2.895833,2,1,0,Inf,Inf,1
"665","L4",1.951389,0.8229167,20,TRUE,30,"ON","F1",183,0,0.9513889,2,1,0,Inf,Inf,1
"666","L4",4.111111,0.9777778,20,TRUE,30,"ON","F1",183,2.111111,3.111111,2,1,0,Inf,Inf,1
"667","L4",2.916667,0.8229167,20,TRUE,30,"ON","F1",183,0.9166667,1.916667,2,1,0,Inf,Inf,1
"668","L4",2.868056,1.104167,20,TRUE,30,"ON","F1",183,0.8680556,1.868056,2,1,0,Inf,Inf,1
"669","L4",3.229167,0.96875,20,TRUE,30,"ON","F1",183,1.229167,2.229167,2,1,0,Inf,Inf,1
"670","L4",5.0625,0.8229167,20,TRUE,30,"ON","F1",183,3.0625,4.0625,2,1,0,Inf,Inf,1
"671","L4",1.951389,0.8229167,20,TRUE,30,"ON","F1",183,0,0.9513889,2,1,0,Inf,Inf,1
"672","L4",2.868056,1.104167,20,TRUE,30,"ON","F1",183,0.8680556,1.868056,2,1,0,Inf,Inf,1
"673","L4",3.972222,1.032639,20,TRUE,30,"ON","F1",183,1.972222,2.972222,2,1,0,Inf,Inf,1
"674","L4",3.833333,1.104167,20,TRUE,30,"ON","F1",183,1.833333,2.833333,2,1,0,Inf,Inf,1
"675","L4",2.104167,0,30,FALSE,30,"ON","F1",183,0.1041667,1.104167,2,1,0.247694440340776,Inf,Inf,1
"676","L5",1.965278,1.774306,20,TRUE,30,"ON","F1",184,0,0.9652778,2,1,0,Inf,Inf,1
"677","L5",2.944444,0,30,FALSE,30,"ON","F1",184,0.9444444,1.944444,2,1,0.307894054481159,Inf,Inf,1
"678","L5",2.916667,0,30,FALSE,30,"ON","F1",184,0.9166667,1.916667,2,1,0.307894054481159,Inf,Inf,1
"679","L5",2.0625,1.916667,20,TRUE,30,"ON","F1",184,0.0625,1.0625,2,1,0,Inf,Inf,1
"680","L5",2.774306,0,30,FALSE,30,"ON","F1",184,0.7743056,1.774306,2,1,0.307894054481159,Inf,Inf,1
"681","L5",1.979167,1.943056,20,TRUE,30,"ON","F1",184,0,0.9791667,2,1,0,Inf,Inf,1
"682","L5",2.166667,1.944444,20,TRUE,30,"ON","F1",184,0.1666667,1.166667,2,1,0,Inf,Inf,1
"683","L5",1.979167,1.943056,20,TRUE,30,"ON","F1",184,0,0.9791667,2,1,0,Inf,Inf,1
"684","L5",2.145833,2.0625,20,TRUE,30,"ON","F1",184,0.1458333,1.145833,2,1,0,Inf,Inf,1
"685","L5",6,1.944444,20,TRUE,30,"ON","F1",184,4,5,2,1,0,Inf,Inf,1
"686","L5",2.0625,1.916667,20,TRUE,30,"ON","F1",184,0.0625,1.0625,2,1,0,Inf,Inf,1
"687","L5",3,0,30,FALSE,30,"ON","F1",184,1,2,2,1,0.307894054481159,Inf,Inf,1
"688","L5",2.166667,1.944444,20,TRUE,30,"ON","F1",184,0.1666667,1.166667,2,1,0,Inf,Inf,1
"689","L5",1.965278,1.774306,20,TRUE,30,"ON","F1",184,0,0.9652778,2,1,0,Inf,Inf,1
"690","L5",6.125,1.916667,20,TRUE,30,"ON","F1",184,4.125,5.125,2,1,0,Inf,Inf,1
"691","L5",2.944444,0,30,FALSE,30,"ON","F1",184,0.9444444,1.944444,2,1,0.307894054481159,Inf,Inf,1
"692","L5",2.944444,0,30,FALSE,30,"ON","F1",184,0.9444444,1.944444,2,1,0.307894054481159,Inf,Inf,1
"693","L5",2.944444,0,30,FALSE,30,"ON","F1",184,0.9444444,1.944444,2,1,0.307894054481159,Inf,Inf,1
"694","L5",2.034722,2,20,TRUE,30,"ON","F1",184,0.03472222,1.034722,2,1,0,Inf,Inf,1
"695","L5",1.965278,1.774306,20,TRUE,30,"ON","F1",184,0,0.9652778,2,1,0,Inf,Inf,1
"696","L6",2.520833,3.041667,20,TRUE,30,"ON","F1",185,0.5208333,1.520833,2,1,0,Inf,Inf,1
"697","L6",5.5,3.083333,20,TRUE,30,"ON","F1",185,3.5,4.5,2,1,0,Inf,Inf,1
"698","L6",5.458333,2.916667,20,TRUE,30,"ON","F1",185,3.458333,4.458333,2,1,0,Inf,Inf,1
"699","L6",14.41667,3.020833,20,TRUE,30,"ON","F1",185,12.41667,13.41667,2,1,0,Inf,Inf,1
"700","L6",6.5625,2.954861,20,TRUE,30,"ON","F1",185,4.5625,5.5625,2,1,0,Inf,Inf,1
"701","L6",1.5,3.083333,20,TRUE,30,"ON","F1",185,0,0.5,2,1,0,Inf,Inf,1
"702","L6",2.5,2.916667,20,TRUE,30,"ON","F1",185,0.5,1.5,2,1,0,Inf,Inf,1
"703","L6",2.5,3.083333,20,TRUE,30,"ON","F1",185,0.5,1.5,2,1,0,Inf,Inf,1
"704","L6",4.458333,2.916667,20,TRUE,30,"ON","F1",185,2.458333,3.458333,2,1,0,Inf,Inf,1
"705","L6",3.416667,3.166667,20,TRUE,30,"ON","F1",185,1.416667,2.416667,2,1,0,Inf,Inf,1
"706","L6",5.416667,3.020833,20,TRUE,30,"ON","F1",185,3.416667,4.416667,2,1,0,Inf,Inf,1
"707","L6",6.5,2.916667,20,TRUE,30,"ON","F1",185,4.5,5.5,2,1,0,Inf,Inf,1
"708","L6",4.5,2.916667,20,TRUE,30,"ON","F1",185,2.5,3.5,2,1,0,Inf,Inf,1
"709","L6",4.520833,3.041667,20,TRUE,30,"ON","F1",185,2.520833,3.520833,2,1,0,Inf,Inf,1
"710","L6",13.625,2.75,20,TRUE,30,"ON","F1",185,11.625,12.625,2,1,0,Inf,Inf,1
"711","L6",3.5,3.083333,20,TRUE,30,"ON","F1",185,1.5,2.5,2,1,0,Inf,Inf,1
"712","L6",6.5,3.083333,20,TRUE,30,"ON","F1",185,4.5,5.5,2,1,0,Inf,Inf,1
"713","L6",3.5,3.083333,20,TRUE,30,"ON","F1",185,1.5,2.5,2,1,0,Inf,Inf,1
"714","L6",4.458333,3.069444,20,TRUE,30,"ON","F1",185,2.458333,3.458333,2,1,0,Inf,Inf,1
"715","L6",1.520833,3.041667,20,TRUE,30,"ON","F1",185,0,0.5208333,2,1,0,Inf,Inf,1
"716","L2",5.057639,0.9840278,20,TRUE,35,"ON","F1",186,4.057639,5.057639,2,1,0,Inf,Inf,1
"717","L2",6.995833,0.9840278,20,TRUE,35,"ON","F1",186,5.995833,6.995833,2,1,0,Inf,Inf,1
"718","L2",3.984722,0.9840278,20,TRUE,35,"ON","F1",186,2.984722,3.984722,2,1,0,Inf,Inf,1
"719","L2",6.995833,0.9840278,20,TRUE,35,"ON","F1",186,5.995833,6.995833,2,1,0,Inf,Inf,1
"720","L2",5.057639,0.9840278,20,TRUE,35,"ON","F1",186,4.057639,5.057639,2,1,0,Inf,Inf,1
"721","L2",5.057639,0.9840278,20,TRUE,35,"ON","F1",186,4.057639,5.057639,2,1,0,Inf,Inf,1
"722","L2",5.057639,0.9840278,20,TRUE,35,"ON","F1",186,4.057639,5.057639,2,1,0,Inf,Inf,1
"723","L2",3.984722,0.9840278,20,TRUE,35,"ON","F1",186,2.984722,3.984722,2,1,0,Inf,Inf,1
"724","L2",5.057639,0.9840278,20,TRUE,35,"ON","F1",186,4.057639,5.057639,2,1,0,Inf,Inf,1
"725","L2",5.057639,0.9840278,20,TRUE,35,"ON","F1",186,4.057639,5.057639,2,1,0,Inf,Inf,1
"726","L2",9.068056,0.9840278,20,TRUE,35,"ON","F1",186,8.068056,9.068056,2,1,0,Inf,Inf,1
"727","L3",5.055556,0.9215278,20,TRUE,35,"ON","F1",187,3.055556,4.055556,2,1,0,Inf,Inf,1
"728","L3",5.004167,0.9951389,20,TRUE,35,"ON","F1",187,3.004167,4.004167,2,1,0,Inf,Inf,1
"729","L3",4.011111,0.9923611,20,TRUE,35,"ON","F1",187,2.011111,3.011111,2,1,0,Inf,Inf,1
"730","L3",5.004167,0.9951389,20,TRUE,35,"ON","F1",187,3.004167,4.004167,2,1,0,Inf,Inf,1
"731","L3",5.055556,0.9215278,20,TRUE,35,"ON","F1",187,3.055556,4.055556,2,1,0,Inf,Inf,1
"732","L3",4.010417,0.9215278,20,TRUE,35,"ON","F1",187,2.010417,3.010417,2,1,0,Inf,Inf,1
"733","L3",4.010417,0.9215278,20,TRUE,35,"ON","F1",187,2.010417,3.010417,2,1,0,Inf,Inf,1
"734","L3",6.057639,0.9923611,20,TRUE,35,"ON","F1",187,4.057639,5.057639,2,1,0,Inf,Inf,1
"735","L3",5.055556,0.9215278,20,TRUE,35,"ON","F1",187,3.055556,4.055556,2,1,0,Inf,Inf,1
"736","L3",6.033333,0.9215278,20,TRUE,35,"ON","F1",187,4.033333,5.033333,2,1,0,Inf,Inf,1
"737","L3",2.065972,0.8784722,20,TRUE,35,"ON","F1",187,0.06597222,1.065972,2,1,0,Inf,Inf,1
"738","L4",5.966667,0.98125,20,TRUE,35,"ON","F1",188,3.966667,4.966667,2,1,0,Inf,Inf,1
"739","L4",3.015972,1,20,TRUE,35,"ON","F1",188,1.015972,2.015972,2,1,0,Inf,Inf,1
"740","L4",4.005556,1.001389,20,TRUE,35,"ON","F1",188,2.005556,3.005556,2,1,0,Inf,Inf,1
"741","L4",5.145833,1,20,TRUE,35,"ON","F1",188,3.145833,4.145833,2,1,0,Inf,Inf,1
"742","L4",3.972222,0.98125,20,TRUE,35,"ON","F1",188,1.972222,2.972222,2,1,0,Inf,Inf,1
"743","L4",5.041667,0.9569444,20,TRUE,35,"ON","F1",188,3.041667,4.041667,2,1,0,Inf,Inf,1
"744","L4",3.048611,0.9569444,20,TRUE,35,"ON","F1",188,1.048611,2.048611,2,1,0,Inf,Inf,1
"745","L4",4.995139,0.98125,20,TRUE,35,"ON","F1",188,2.995139,3.995139,2,1,0,Inf,Inf,1
"746","L4",3.972222,0.98125,20,TRUE,35,"ON","F1",188,1.972222,2.972222,2,1,0,Inf,Inf,1
"747","L4",4.015972,0.9826389,20,TRUE,35,"ON","F1",188,2.015972,3.015972,2,1,0,Inf,Inf,1
"748","L4",2.993056,0.9826389,20,TRUE,35,"ON","F1",188,0.9930556,1.993056,2,1,0,Inf,Inf,1
"749","L5",7.0625,1.970833,20,TRUE,35,"ON","F1",189,5.0625,6.0625,2,1,0,Inf,Inf,1
"750","L5",4.041667,2.046528,20,TRUE,35,"ON","F1",189,2.041667,3.041667,2,1,0,Inf,Inf,1
"751","L5",2.984028,1.995139,20,TRUE,35,"ON","F1",189,0.9840278,1.984028,2,1,0,Inf,Inf,1
"752","L5",3.194444,1.805556,20,TRUE,35,"ON","F1",189,1.194444,2.194444,2,1,0,Inf,Inf,1
"753","L5",3.996528,1.979167,20,TRUE,35,"ON","F1",189,1.996528,2.996528,2,1,0,Inf,Inf,1
"754","L5",5.131944,1.979167,20,TRUE,35,"ON","F1",189,3.131944,4.131944,2,1,0,Inf,Inf,1
"755","L5",4.150694,1.995139,20,TRUE,35,"ON","F1",189,2.150694,3.150694,2,1,0,Inf,Inf,1
"756","L5",5.083333,2.046528,20,TRUE,35,"ON","F1",189,3.083333,4.083333,2,1,0,Inf,Inf,1
"757","L5",2.173611,1.979167,20,TRUE,35,"ON","F1",189,0.1736111,1.173611,2,1,0,Inf,Inf,1
"758","L5",4.041667,2.046528,20,TRUE,35,"ON","F1",189,2.041667,3.041667,2,1,0,Inf,Inf,1
"759","L5",7.256944,1.979167,20,TRUE,35,"ON","F1",189,5.256944,6.256944,2,1,0,Inf,Inf,1
"760","L6",12.54167,5,20,TRUE,35,"ON","F1",190,10.54167,11.54167,2,1,0,Inf,Inf,1
"761","L6",1.625,4.833333,20,TRUE,35,"ON","F1",190,0,0.625,2,1,0,Inf,Inf,1
"762","L6",5.458333,5.125,20,TRUE,35,"ON","F1",190,3.458333,4.458333,2,1,0,Inf,Inf,1
"763","L6",9.625,4.791667,20,TRUE,35,"ON","F1",190,7.625,8.625,2,1,0,Inf,Inf,1
"764","L6",9.583333,5.010417,20,TRUE,35,"ON","F1",190,7.583333,8.583333,2,1,0,Inf,Inf,1
"765","L6",5.625,4.833333,20,TRUE,35,"ON","F1",190,3.625,4.625,2,1,0,Inf,Inf,1
"766","L6",2.375,5.041667,20,TRUE,35,"ON","F1",190,0.375,1.375,2,1,0,Inf,Inf,1
"767","L6",3.625,4.791667,20,TRUE,35,"ON","F1",190,1.625,2.625,2,1,0,Inf,Inf,1
"768","L6",4.375,5.041667,20,TRUE,35,"ON","F1",190,2.375,3.375,2,1,0,Inf,Inf,1
"769","L6",4.625,4.833333,20,TRUE,35,"ON","F1",190,2.625,3.625,2,1,0,Inf,Inf,1
"770","L6",7.583333,4.75,20,TRUE,35,"ON","F1",190,5.583333,6.583333,2,1,0,Inf,Inf,1
"771","L2",8.125,8.708333,20,TRUE,5,"ON","F1",191,7.125,8.125,3,1,0,Inf,Inf,1
"772","L2",6.208333,8.708333,20,TRUE,5,"ON","F1",191,5.208333,6.208333,3,1,0,Inf,Inf,1
"773","L2",5.291667,8.708333,20,TRUE,5,"ON","F1",191,4.291667,5.291667,3,1,0,Inf,Inf,1
"774","L2",5.291667,8.708333,20,TRUE,5,"ON","F1",191,4.291667,5.291667,3,1,0,Inf,Inf,1
"775","L2",5.291667,8.708333,20,TRUE,5,"ON","F1",191,4.291667,5.291667,3,1,0,Inf,Inf,1
"776","L2",8.125,8.708333,20,TRUE,5,"ON","F1",191,7.125,8.125,3,1,0,Inf,Inf,1
"777","L2",5.208333,8.833333,20,TRUE,5,"ON","F1",191,4.208333,5.208333,3,1,0,Inf,Inf,1
"778","L3",4.208333,10.875,20,TRUE,5,"ON","F1",192,2.208333,3.208333,3,1,0,Inf,Inf,1
"779","L3",5.083333,10.95833,20,TRUE,5,"ON","F1",192,3.083333,4.083333,3,1,0,Inf,Inf,1
"780","L3",5.125,10.70833,20,TRUE,5,"ON","F1",192,3.125,4.125,3,1,0,Inf,Inf,1
"781","L3",6.25,10.70833,20,TRUE,5,"ON","F1",192,4.25,5.25,3,1,0,Inf,Inf,1
"782","L3",4.25,10.70833,20,TRUE,5,"ON","F1",192,2.25,3.25,3,1,0,Inf,Inf,1
"783","L3",4.208333,10.875,20,TRUE,5,"ON","F1",192,2.208333,3.208333,3,1,0,Inf,Inf,1
"784","L3",6.041667,10.95833,20,TRUE,5,"ON","F1",192,4.041667,5.041667,3,1,0,Inf,Inf,1
"785","L4",4.25,19.79167,20,TRUE,5,"ON","F1",193,2.25,3.25,3,1,0,Inf,Inf,1
"786","L4",4.125,19.75,20,TRUE,5,"ON","F1",193,2.125,3.125,3,1,0,Inf,Inf,1
"787","L4",5.125,19.875,20,TRUE,5,"ON","F1",193,3.125,4.125,3,1,0,Inf,Inf,1
"788","L4",6.208333,19.75,20,TRUE,5,"ON","F1",193,4.208333,5.208333,3,1,0,Inf,Inf,1
"789","L4",4.208333,19.75,20,TRUE,5,"ON","F1",193,2.208333,3.208333,3,1,0,Inf,Inf,1
"790","L4",4.25,19.79167,20,TRUE,5,"ON","F1",193,2.25,3.25,3,1,0,Inf,Inf,1
"791","L4",4.25,19.79167,20,TRUE,5,"ON","F1",193,2.25,3.25,3,1,0,Inf,Inf,1
"792","L5",4.208333,33.79167,20,TRUE,5,"ON","F1",194,2.208333,3.208333,3,1,0,9.43125607326922,Inf,1
"793","L5",5.291667,33.83333,20,TRUE,5,"ON","F1",194,3.291667,4.291667,3,1,0,9.42996206247421,Inf,1
"794","L5",4.25,33.83333,20,TRUE,5,"ON","F1",194,2.25,3.25,3,1,0,9.42996206247421,Inf,1
"795","L5",4.25,33.75,20,TRUE,5,"ON","F1",194,2.25,3.25,3,1,0,9.43255039467651,Inf,1
"796","L5",4.25,33.75,20,TRUE,5,"ON","F1",194,2.25,3.25,3,1,0,9.43255039467651,Inf,1
"797","L5",5.166667,33.79167,20,TRUE,5,"ON","F1",194,3.166667,4.166667,3,1,0,9.43125607326922,Inf,1
"798","L5",4.208333,33.79167,20,TRUE,5,"ON","F1",194,2.208333,3.208333,3,1,0,9.43125607326922,Inf,1
"799","L6",9.583333,31.75,20,TRUE,5,"ON","F1",195,7.583333,8.583333,3,1,0.0358594764000891,18.6556695842765,Inf,1
"800","L6",15.58333,31.75,20,TRUE,5,"ON","F1",195,13.58333,14.58333,3,1,0.0358594764000891,18.6556695842765,Inf,1
"801","L6",10.625,31.75,20,TRUE,5,"ON","F1",195,8.625,9.625,3,1,0.0358594764000891,18.6556695842765,Inf,1
"802","L6",8.625,31.75,20,TRUE,5,"ON","F1",195,6.625,7.625,3,1,0.0358594764000891,18.6556695842765,Inf,1
"803","L6",6.625,31.75,20,TRUE,5,"ON","F1",195,4.625,5.625,3,1,0.0358594764000891,18.6556695842765,Inf,1
"804","L6",6.625,31.75,20,TRUE,5,"ON","F1",195,4.625,5.625,3,1,0.0358594764000891,18.6556695842765,Inf,1
"805","L6",8.583333,31.75,20,TRUE,5,"ON","F1",195,6.583333,7.583333,3,1,0.0358594764000891,18.6556695842765,Inf,1
"806","L2",5.166667,3.791667,20,TRUE,10,"ON","F1",161,4.166667,5.166667,3,1,0,Inf,Inf,1
"807","L2",6.166667,3.791667,20,TRUE,10,"ON","F1",161,5.166667,6.166667,3,1,0,Inf,Inf,1
"808","L2",10.25,3.791667,20,TRUE,10,"ON","F1",161,9.25,10.25,3,1,0,Inf,Inf,1
"809","L2",4,3.791667,20,TRUE,10,"ON","F1",161,3,4,3,1,0,Inf,Inf,1
"810","L2",6.166667,3.791667,20,TRUE,10,"ON","F1",161,5.166667,6.166667,3,1,0,Inf,Inf,1
